,points,price,province,variety,winery,Year
49524,92,40.0,Washington,RhÃ´ne-style Red Blend,Avennia,2014
49526,92,50.0,Washington,Syrah,Block Wines,2014
49528,92,48.0,California,Pinot Noir,Buena Vista,2014
49532,92,66.0,Champagne-Ardenne,Champagne Blend,Deutz,2010
49533,92,65.0,Oregon,Pinot Noir,RÃ©sonance,2014
49534,92,95.0,California,Cabernet Sauvignon,Sbragia,2012
49535,92,45.0,Oregon,Pinot Noir,Shea,2014
49537,92,59.0,California,Pinot Noir,Sojourn,2015
49538,92,56.0,California,Pinot Noir,Stephen Ross,2014
49539,92,54.0,California,Meritage,Testarossa,2013
49540,92,17.0,Sicilia,Vermentino,Vigne Surrau,2015
49542,92,27.0,California,Chardonnay,Y Rousseau,2015
49546,92,68.0,California,Pinot Noir,Migration,2014
49548,92,45.0,Burgundy,Chardonnay,Nicolas Potel,2014
49550,91,41.0,New York,Merlot,Damiani,2012
49551,91,45.0,Burgundy,Chardonnay,Domaine Christian Moreau PÃ¨re et Fils,2015
49552,91,16.0,California,Cabernet Sauvignon,Irony,2014
49553,91,38.0,California,Petite Sirah,Jaffurs,2015
49555,91,40.0,California,Petit Verdot,Langtry,2014
49556,91,73.0,Veneto,Red Blend,Le Salette,2013
49558,91,75.0,Tuscany,Sangiovese,Madonna Nera,2012
49561,91,50.0,California,Grenache,Niner,2014
49562,91,90.0,Burgundy,Pinot Noir,Nuiton-Beaunoy,2014
49563,91,60.0,Burgundy,Pinot Noir,Nuiton-Beaunoy,2014
49572,91,36.0,California,Sauvignon Blanc,Six Sigma Ranch,2015
49574,91,67.0,California,Cabernet Sauvignon,Trione,2012
49576,91,38.0,California,Chardonnay,White Rock Vineyards,2014
49578,91,46.0,California,RhÃ´ne-style Red Blend,Zaca Mesa,2012
49584,87,14.0,Aquitaine,RosÃ©,ChÃ¢teau la Freynelle,2016
49592,87,22.0,Alsace,GewÃ¼rztraminer,Dopff & Irion,2016
49594,87,12.0,Washington,Merlot,Drumheller,2015
49595,87,33.0,Oregon,Chardonnay,Fullerton,2015
49596,87,80.0,Washington,Syrah,Gorman,2014
49600,87,35.0,Washington,Malbec,Ribbon Cliff,2013
49601,87,17.0,California,Sauvignon Blanc,Slow Press,2016
49602,87,30.0,California,Pinot Noir,Steele,2013
49607,87,42.0,California,Pinot Noir,WesMar,2014
49609,91,55.0,Tuscany,Sangiovese Grosso,Castiglion del Bosco,2004
49611,91,50.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau Laroque,2005
49612,91,63.0,Tuscany,Sangiovese Grosso,Tenute Silvio Nardi,2004
49613,91,70.0,Tuscany,Sangiovese Grosso,Tiezzi,2004
49615,91,45.0,California,Cabernet Sauvignon,Bella Vetta,2005
49616,91,25.0,Tuscany,Sangiovese,Casale dello Sparviero,2006
49623,91,100.0,California,Cabernet Sauvignon,Flora Springs,2006
49624,91,30.0,Tuscany,Sangiovese,Fontodi,2007
49626,91,48.0,Washington,Red Blend,Robert Karl,2005
49628,91,42.0,Tuscany,Sangiovese Grosso,La Gerla,2004
49629,91,65.0,Tuscany,Sangiovese Grosso,La Togata,2004
49630,91,27.0,Tuscany,Sangiovese,Viticcio,2006
49631,91,50.0,California,Cabernet Sauvignon,Von Strasser,2006
49632,91,75.0,California,Merlot,Hourglass,2006
49634,91,90.0,Tuscany,Sangiovese Grosso,Lisini,2004
49639,89,15.0,California,Moscato,St. SupÃ©ry,2001
49642,89,13.0,Washington,Chardonnay,Chateau Ste. Michelle,2000
49647,89,25.0,California,Syrah,Jade Mountain,1999
49648,89,25.0,California,Pinot Noir,Byron,1998
49649,89,19.0,California,Merlot,Murphy-Goode,1999
49656,88,20.0,Washington,Chardonnay,Gordon Brothers,1999
49657,88,15.0,California,Sauvignon Blanc,St. SupÃ©ry,2001
49659,91,38.0,California,Syrah,Davis Family,2007
49662,91,50.0,Piemonte,Nebbiolo,Marziano Abbona,2005
49666,91,18.0,California,Sauvignon Blanc,Patianna,2008
49669,90,13.0,California,Chardonnay,MooBuzz,2007
49670,90,26.0,California,Zinfandel,Ottimino Vineyards,2006
49671,90,47.0,California,Pinot Noir,Peters Family,2006
49678,82,22.0,Washington,Barbera,Cave B,2007
49679,82,17.0,California,Red Blend,Clif Family,2006
49680,82,22.0,California,Chardonnay,Joullian,2006
49683,81,50.0,California,Zinfandel,Mazzocco,2006
49684,81,14.0,Washington,Merlot,Mount Baker Vineyards,2005
49686,81,9.0,California,Pinot Grigio,Surf Point,2007
49692,80,10.0,California,Red Blend,Ca' Momi,2007
49696,96,60.0,California,Chardonnay,Hartford Court,2007
49697,95,60.0,California,Pinot Noir,Hartford Court,2007
49700,94,65.0,California,Chardonnay,Hartford Court,2007
49701,88,10.0,Washington,Chardonnay,Covey Run,1998
49702,88,25.0,Washington,Merlot,Canoe Ridge,1998
49705,88,23.0,California,Chardonnay,Geyser Peak,1998
49706,88,20.0,California,Chardonnay,Kunde,1998
49707,88,20.0,California,Chardonnay,Kunde,1998
49708,88,9.0,Washington,Chardonnay,Hedges,1999
49712,88,35.0,California,RhÃ´ne-style Red Blend,Treana,1997
49714,88,16.0,California,Merlot,Rodney Strong,1997
49716,87,20.0,Washington,Zinfandel,Thurston Wolfe,1998
49717,87,11.0,Washington,White Blend,Thurston Wolfe,1999
49718,87,12.0,Oregon,Pinot Gris,Seven Hills,1999
49719,87,22.0,California,Sauvignon Blanc,Merryvale,1999
49720,87,12.0,California,Sauvignon Blanc,Buttonwood Farm,1999
49722,87,30.0,Washington,Cabernet Sauvignon,Kiona,1997
49724,87,12.0,California,Chardonnay,Fetzer,1998
49725,87,35.0,California,Merlot,Robert Mondavi,1997
49733,86,34.0,Oregon,Grenache,Simple Machine,2012
49740,86,24.0,Oregon,Merlot,Grizzly Peak,2014
49742,86,30.0,California,Pinot Noir,J. Wilkes,2015
49744,86,32.0,California,Sauvignon Blanc,Judd's Hill,2016
49745,86,27.0,Oregon,Cabernet Franc,Kriselle,2014
49754,91,27.0,California,Merlot,Starmont,2012
49755,91,40.0,California,Chardonnay,Summerland,2013
49762,91,30.0,California,Chardonnay,Jordan,2012
49763,91,75.0,California,Cabernet Sauvignon,Kenwood,2010
49764,91,38.0,Washington,Syrah,William Church,2012
49765,91,75.0,California,Pinot Noir,ZD,2012
49766,91,28.0,California,Cabernet Sauvignon,Zenaida Cellars,2011
49769,91,85.0,Washington,Bordeaux-style Red Blend,DeLille,2011
49773,91,32.0,Washington,White Blend,Fidelitas,2013
49775,91,44.0,California,Pinot Noir,Freeman,2012
49779,91,65.0,California,Pinot Noir,Domaine Anderson,2012
49780,91,47.0,California,Pinot Noir,Drew,2012
49781,91,35.0,California,RhÃ´ne-style White Blend,Dubost,2013
49784,92,60.0,Veneto,"Corvina, Rondinella, Molinara",Villa Monteleone,2004
49787,92,78.0,California,Bordeaux-style Red Blend,Chimney Rock,2005
49788,92,48.0,California,Cabernet Sauvignon,Owl Ridge,2004
49789,92,24.0,California,Riesling,Pey-Marin,2007
49793,92,50.0,California,Pinot Noir,Ortman Family,2006
49794,92,30.0,California,Cabernet Sauvignon,Falcone,2006
49795,92,30.0,Washington,Merlot,Helix by Reininger,2005
49796,92,55.0,California,Pinot Noir,Babcock,2006
49798,92,39.0,California,Pinot Noir,Byron,2006
49800,92,75.0,California,Cabernet Sauvignon,Swanson,2005
49801,88,58.0,Burgundy,Chardonnay,Domaine de Bellene,2012
49804,88,25.0,Burgundy,Chardonnay,Domaine Sangouard-Guyot,2013
49807,88,45.0,California,Pinot Noir,Failla,2013
49811,88,22.0,Tuscany,Red Blend,Vecchia Cantina di Montepulciano,2011
49812,88,25.0,Tuscany,Red Blend,Vignaioli del Morellino di Scansano,2012
49813,88,45.0,Washington,Cabernet Franc,Woodinville Wine Cellars,2010
49814,88,45.0,Washington,Cabernet Franc,Woodinville Wine Cellars,2012
49815,88,45.0,Washington,Syrah,Woodinville Wine Cellars,2012
49818,87,25.0,Tuscany,Sangiovese,Camigliano,2012
49819,87,45.0,Tuscany,Red Blend,Carpineto,2007
49820,87,22.0,Tuscany,Red Blend,Castello di Poppiano,2011
49821,87,21.0,Burgundy,Chardonnay,Joseph Drouhin,2012
49822,87,55.0,Tuscany,Red Blend,Lunadoro,2006
49823,87,25.0,Tuscany,Red Blend,Marchesi de' Frescobaldi,2012
49824,87,17.0,Tuscany,Vermentino,Marchesi de' Frescobaldi,2013
49825,87,16.0,Tuscany,Vermentino,Mazzei,2013
49827,87,17.0,Tuscany,Red Blend,Morisfarms,2013
49829,87,35.0,New York,Merlot,Osprey's Dominion,2010
49830,91,45.0,Piemonte,Nebbiolo,Cantina del Pino,2008
49831,91,86.0,Piemonte,Nebbiolo,Cascina Adelaide,2007
49832,91,98.0,Piemonte,Nebbiolo,Cavallotto,2005
49833,91,48.0,California,Cabernet Sauvignon,Envy,2008
49834,91,30.0,Washington,Cabernet Sauvignon,Forgeron,2007
49838,91,75.0,Piemonte,Nebbiolo,Prunotto,2006
49839,91,60.0,Piemonte,Nebbiolo,Prunotto,2007
49840,91,58.0,Burgundy,Chardonnay,Roux PÃ¨re et Fils,2009
49841,91,28.0,California,Barbera,TamÃ¡s Estates,2008
49843,91,69.0,Piemonte,Nebbiolo,Barale Fratelli,2007
49844,91,49.0,Piemonte,Nebbiolo,Cascina Bruciata,2007
49845,91,67.0,Burgundy,Pinot Noir,Domaine Jacques Prieur,2008
49846,91,95.0,Piemonte,Nebbiolo,Massolino,2007
49847,91,58.0,Piemonte,Nebbiolo,Montaribaldi,2007
49848,91,30.0,California,Zinfandel,Ridge,2009
49850,91,50.0,Oregon,Pinot Noir,Toil Oregon,2014
49851,91,40.0,Oregon,Pinot Noir,Zenith,2014
49852,91,32.0,Alsace,Pinot Gris,Antoine MoltÃ¨s & Fils,2015
49854,91,35.0,California,Pinot Noir,Baileyana,2014
49856,91,18.0,Oregon,Pinot Blanc,Brigadoon,2015
49857,91,35.0,Oregon,Pinot Noir,Bryn Mawr Vineyards,2014
49862,91,26.0,Oregon,Pinot Gris,Carabella,2014
49866,91,25.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau du Taillan,2014
49867,91,39.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau la Garde,2014
49872,91,65.0,Tuscany,Sangiovese,Collemattoni,2012
49874,91,55.0,California,Chardonnay,Domaine Anderson,2013
49875,91,25.0,Alsace,Pinot Gris,Domaine Mersiol,2011
49876,91,26.0,Alsace,GewÃ¼rztraminer,Domaine Mersiol,2012
49878,91,72.0,California,Pinot Noir,Dutton-Goldfield,2014
49879,91,75.0,California,Cabernet Sauvignon,Charles Krug,2013
49882,86,22.0,Washington,Zinfandel,Angel Vine,2008
49885,86,23.0,Piemonte,Dolcetto,Conterno Fantino,2009
49886,86,36.0,California,Red Blend,Crane Brothers,2006
49889,86,17.0,Piemonte,Dolcetto,Giacomo Fenocchio,2009
49898,86,13.0,Piemonte,Barbera,Ricossa,2007
49899,86,29.0,Piemonte,Barbera,Rivetti Massimo,2005
49900,86,20.0,California,Barbera,Scott Harvey,2007
49901,86,35.0,Washington,Tempranillo,Tertulia,2008
49902,86,59.0,California,Pinot Noir,Testarossa,2008
49911,88,30.0,California,Cabernet Sauvignon,Deerfield Ranch,2007
49916,88,60.0,California,Cabernet Sauvignon,Terlato,2010
49917,88,26.0,Burgundy,Chardonnay,Henri de Villamont,2010
49921,88,24.0,California,Sauvignon Blanc,Kenefick Ranch,2012
49922,88,25.0,Oregon,Pinot Noir,Kudos,2012
49926,88,28.0,Oregon,Pinot Noir,Alchemist,2011
49927,88,60.0,California,Cabernet Sauvignon,Astrale e Terra,2009
49928,88,35.0,California,Cabernet Sauvignon,Blanchard Family,2010
49930,90,18.0,Sicilia,White Blend,Tenuta delle Terre Nere,2008
49934,90,42.0,Washington,Petite Sirah,Alexandria Nicole,2007
49935,90,20.0,Washington,White Blend,Alexandria Nicole,2008
49936,90,19.0,Washington,Sauvignon Blanc,Ardenvoir,2008
49937,90,40.0,Washington,Red Blend,Basel Cellars,2006
49938,90,55.0,Washington,Red Blend,Bergevin Lane,2006
49939,90,45.0,California,Pinot Noir,De Loach,2007
49942,90,89.0,Champagne-Ardenne,Champagne Blend,MoÃ«t & Chandon,2000
49943,90,28.0,California,Zinfandel,Peju,2006
49944,90,26.0,Sicilia,Red Blend,Scilio,2001
49946,90,18.0,California,GewÃ¼rztraminer,Tercero,2008
49952,88,30.0,Washington,Red Blend,Fall Line,2005
49957,88,22.0,Washington,Viognier,William Church,2007
49960,88,38.0,Sicilia,Chardonnay,Tenuta RapitalÃ ,2006
49962,88,22.0,Washington,Petite Sirah,Thurston Wolfe,2006
49967,88,50.0,Sicilia,Chardonnay,Principe di Corleone,2005
49972,85,18.0,California,Chardonnay,Huntington,2011
49973,85,42.0,California,Cabernet Sauvignon,Lawer,2009
49974,85,15.0,Aquitaine,Bordeaux-style Red Blend,Les Parcelles de StÃ©phane Derenoncourt,2011
49975,85,15.0,California,Cabernet Sauvignon,Liberty School,2010
49976,85,45.0,California,Chardonnay,Mi SueÃ±o,2009
49982,85,25.0,California,Cabernet Sauvignon,Ca' Momi,2010
49983,85,12.0,California,Chardonnay,Cable Car,2011
49984,85,16.0,California,White Blend,X,2011
49990,85,50.0,Oregon,Pinot Noir,Erath,2010
49991,85,50.0,Oregon,Pinot Noir,Erath,2010
49998,85,22.0,California,Barbera,Bray,2010
49999,85,15.0,California,Red Blend,Bridlewood,2011
50003,93,45.0,California,Chardonnay,Landmark,2012
50004,93,23.0,Washington,Sauvignon Blanc,Efeste,2012
50008,93,42.0,California,Petite Sirah,MCV,2012
50009,93,68.0,California,Pinot Noir,Red Car,2012
50011,93,32.0,California,Syrah,Sol Rouge,2011
50016,93,56.0,California,Cabernet Sauvignon,Daou,2011
50017,93,26.0,California,Zinfandel,Earthquake,2012
50019,93,29.0,California,Chardonnay,Iron Horse,2012
50020,93,59.0,California,Zinfandel,Michael David,2012
50021,93,40.0,California,Pinot Noir,Bargetto,2012
50022,93,78.0,California,RhÃ´ne-style Red Blend,Bonny Doon,2009
50029,93,45.0,California,Chardonnay,Gary Farrell,2012
50030,93,20.0,Washington,Riesling,Poet's Leap,2013
50031,90,70.0,Veneto,"Corvina, Rondinella, Molinara",Ca' Rugate,2008
50032,90,50.0,Washington,Bordeaux-style Red Blend,Cadaretta,2008
50033,90,26.0,Veneto,"Corvina, Rondinella, Molinara",Venturini Massimino,2008
50034,90,29.0,Veneto,"Corvina, Rondinella, Molinara",Zenato,2009
50035,90,28.0,California,Chardonnay,Monticello Vineyards,2010
50036,90,75.0,Washington,Cabernet Sauvignon,Rasa,2009
50037,90,40.0,Veneto,"Corvina, Rondinella, Molinara",Roccolo Grassi,2009
50039,90,18.0,Washington,RosÃ©,Sleight of Hand,2011
50040,90,17.0,Veneto,"Corvina, Rondinella, Molinara",David Sterza,2010
50042,90,72.0,Burgundy,Chardonnay,Domaine Vincent Girardin,2010
50043,90,50.0,Veneto,Red Blend,Fabiano,2008
50045,90,37.0,Burgundy,Chardonnay,Joseph Drouhin,2010
50048,90,20.0,New York,Riesling,Lamoreaux Landing,2011
50051,90,20.0,California,Chardonnay,Rodney Strong,2010
50052,90,60.0,Veneto,"Corvina, Rondinella, Molinara",San Cassiano,2006
50053,90,25.0,Washington,Cabernet Sauvignon,Sheridan Vineyard,2010
50054,90,45.0,Veneto,Garganega,Suavia,2008
50055,90,15.0,Washington,Red Blend,Thurston Wolfe,2009
50057,90,35.0,Washington,Malbec,Ã Maurice,2009
50061,85,20.0,Washington,Sangiovese,Kyra,2010
50062,85,16.0,California,Pinot Noir,La Merika,2012
50063,85,13.0,California,Chardonnay,Noble Vines,2012
50065,85,50.0,California,Cabernet Sauvignon,BoÃ«tÃ©,2009
50066,85,39.0,California,Syrah,Cerro Prieto,2010
50067,85,24.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau d'Arcins,2011
50069,85,20.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau l'Argenteyre,2011
50072,85,20.0,Washington,RosÃ©,Eleven,2012
50073,85,20.0,California,Merlot,Gainey,2010
50074,85,9.0,Aquitaine,Bordeaux-style Red Blend,Kirkland Signature,2011
50075,85,32.0,California,Syrah,Las Positas,2011
50076,85,37.0,Piemonte,Barbera,Livio Voghera,2010
50077,85,25.0,Washington,Bordeaux-style Red Blend,Merry Cellars,2011
50079,85,15.0,California,Pinot Noir,Noble Vines,2012
50082,85,11.0,California,Cabernet Sauvignon,Bogle,2011
50086,87,30.0,Oregon,Malbec,Ledger David,2011
50090,87,10.0,California,Chardonnay,Fetzer,2013
50092,87,55.0,California,RhÃ´ne-style Red Blend,Bonterra,2009
50093,87,28.0,Tuscany,Red Blend,Caiarossa,2010
50097,87,65.0,Tuscany,Red Blend,Cennatoio,2010
50098,87,35.0,Tuscany,Cabernet Sauvignon,San Fabiano Calcinaia,2011
50100,87,20.0,California,Pinot Noir,Sarah's Vineyard,2012
50101,87,26.0,Oregon,Pinot Noir,Spindrift Cellars,2013
50102,87,70.0,Tuscany,Syrah,Terre del Marchesato,2011
50103,87,18.0,Tuscany,Red Blend,Terre del Marchesato,2013
50108,87,22.0,California,Pinot Noir,Meiomi,2013
50110,87,15.0,California,Zinfandel,Peachy Canyon,2012
50113,90,55.0,California,Cabernet Sauvignon,August Briggs,2012
50114,90,15.0,Alsace,Riesling,Boeckel,2014
50115,90,30.0,California,Sauvignon Blanc,Brander,2013
50117,90,25.0,California,Zinfandel,Four Vines,2012
50118,90,20.0,New York,Cabernet Franc,Fox Run,2013
50119,90,22.0,Alsace,Riesling,FranÃ§ois Baur,2014
50120,90,35.0,California,Chardonnay,Gary Farrell,2013
50121,90,34.0,Washington,Cabernet Sauvignon,Full Pull & Friends,2012
50122,90,30.0,California,MourvÃ¨dre,Callaway,2012
50123,90,28.0,California,Chardonnay,Chamisal Vineyards,2013
50127,90,14.0,Alsace,Riesling,Domaine Bott-Geyl,2013
50131,90,45.0,California,Sauvignon Blanc,Dragonette,2013
50133,90,38.0,California,Pinot Noir,Cuvaison,2013
50135,90,16.0,Alsace,Pinot Gris,Domaine Bott-Geyl,2012
50136,90,17.0,Alsace,Riesling,Dopff & Irion,2014
50137,90,15.0,Washington,Cabernet Sauvignon,Columbia Crest,2013
50138,90,45.0,Veneto,Red Blend,David Sterza,2011
50139,90,62.0,California,Red Blend,Proulx,2013
50141,90,25.0,California,Pinot Noir,Sextant,2013
50143,90,90.0,California,Cabernet Sauvignon,Signorello,2012
50144,89,45.0,Tuscany,Sangiovese Grosso,Belpoggio,2006
50145,89,50.0,Tuscany,Sangiovese Grosso,Castelli Martinozzi,2006
50147,89,29.0,California,Pinot Noir,Pali,2008
50150,89,40.0,California,Cabernet Sauvignon,Souverain,2006
50154,89,62.0,Tuscany,Sangiovese Grosso,Fattoi,2006
50155,89,75.0,California,Cabernet Sauvignon,Adelaida,2007
50158,89,34.0,California,Cabernet Sauvignon,J. Rickards,2008
50160,89,28.0,Tuscany,Sangiovese,Mazzei,2007
50162,89,24.0,Tuscany,Sangiovese,Castello di Gabbiano,2006
50163,84,34.0,California,Barbera,VJB,2006
50164,84,25.0,California,Petite Sirah,X,2006
50167,84,25.0,Aquitaine,Bordeaux-style Red Blend,Barton & Guestier,2006
50173,84,24.0,California,Pinot Noir,Schug,2007
50175,84,14.0,California,Pinot Noir,Kirkland Signature,2007
50179,84,20.0,California,RhÃ´ne-style Red Blend,Municipal Winemakers,2007
50184,84,12.0,Aquitaine,Merlot,ChÃ¢teau Sainte Barbe,2006
50185,84,10.0,California,Cabernet Sauvignon,Ironstone,2007
50190,84,29.0,California,Zinfandel,Terra d'Oro,2006
50194,94,60.0,Aquitaine,Bordeaux-style White Blend,ChÃ¢teau de Rayne Vigneau,2011
50198,94,80.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau Haut-Bailly,2012
50201,94,75.0,Tuscany,Sangiovese,Querce Bettina,2010
50202,94,54.0,California,Pinot Noir,Talley,2012
50203,94,43.0,Tuscany,Sangiovese,Abbadia Ardenga,2010
50204,94,70.0,California,Pinot Noir,Gary Farrell,2012
50206,93,45.0,California,Chardonnay,Acacia,2012
50212,93,80.0,Tuscany,Sangiovese,Donatella Cinelli Colombini,2010
50213,93,35.0,Washington,Bordeaux-style Red Blend,Flying Trout,2011
50214,93,35.0,Tuscany,Sangiovese,Molino di Sant'Antimo,2010
50215,93,90.0,Tuscany,Sangiovese,Padelletti,2010
50216,84,20.0,Washington,Red Blend,Kana,2007
50220,84,22.0,Washington,Syrah,RiverAerie,2007
50222,84,43.0,California,Zinfandel,Andretti,2009
50224,84,19.0,California,Chardonnay,One Hope,2009
50225,84,19.0,California,Merlot,One Hope,2009
50229,83,20.0,California,Zinfandel,Bargetto,2008
50230,83,13.0,California,Pinot Grigio,Main & Geary,2010
50233,84,15.0,New York,Bordeaux-style Red Blend,Brooklyn Oenology,2006
50234,84,42.0,California,MourvÃ¨dre,Calcareous,2007
50235,84,14.0,California,Sauvignon Blanc,Clayhouse,2008
50236,84,22.0,New York,Chardonnay,Peconic Bay Winery,2007
50240,84,18.0,Piemonte,Barbera,Marchesi di Barolo,2006
50241,84,42.0,New York,GewÃ¼rztraminer,Red Newt Cellars,2007
50242,84,36.0,New York,GewÃ¼rztraminer,Red Newt Cellars,2007
50243,84,18.0,New York,Riesling,Cascata,2008
50244,84,32.0,California,Zinfandel,Kokomo,2007
50245,84,20.0,California,Chardonnay,La Crema,2008
50246,84,24.0,California,Pinot Noir,La Crema,2008
50248,84,30.0,New York,Riesling,Lamoreaux Landing,2008
50250,84,16.0,Piemonte,Dolcetto,Giacosa Fratelli,2006
50251,84,13.0,Piemonte,Moscato,Veglio,2008
50252,83,8.0,California,Merlot,Oak Grove,2008
50253,83,36.0,California,Zinfandel,Peachy Canyon,2007
50258,83,22.0,New York,Red Blend,Hudson-Chatham,2007
50259,87,19.0,Washington,Syrah,Boomtown,2013
50260,83,25.0,California,Pinot Noir,Mossback,2012
50265,87,14.0,Tuscany,Red Blend,Castelvecchio,2011
50266,87,17.0,California,RosÃ©,Chacewater,2014
50267,87,14.0,Aquitaine,Bordeaux-style White Blend,Chateau Haut Rian,2014
50268,87,10.0,Aquitaine,Bordeaux-style White Blend,ChÃ¢teau la France,2014
50272,87,40.0,Washington,Bordeaux-style White Blend,DeLille,2013
50275,87,32.0,California,Pinot Gris,FlyWine,2013
50276,87,21.0,California,Merlot,Franciscan,2012
50277,87,20.0,California,Merlot,Frei Brothers,2013
50281,87,24.0,Washington,White Blend,Goose Ridge,2013
50283,87,20.0,Tuscany,Sangiovese,Podere il Pozzo,2013
50285,87,30.0,Washington,Riesling,Rasa,2013
50286,87,18.0,California,Sauvignon Blanc,Raymond,2013
50288,87,32.0,California,Merlot,Sculpterra,2012
50296,93,50.0,California,Pinot Noir,Fess Parker,2015
50298,93,38.0,California,Pinot Noir,Montemar Wines,2013
50299,93,48.0,California,Pinot Noir,Patz & Hall,2015
50301,93,25.0,California,Pinot Noir,Pellegrini,2014
50304,93,30.0,California,Petite Sirah,San Simeon,2013
50305,93,60.0,California,Pinot Noir,Solomon Hills,2014
50306,93,65.0,California,Pinot Noir,Wild Horse,2013
50307,93,35.0,California,Chardonnay,Wild Horse,2014
50308,93,36.0,California,Pinot Noir,Aether Wine Company,2014
50313,93,28.0,California,RhÃ´ne-style Red Blend,Chesebro,2012
50315,93,25.0,California,GewÃ¼rztraminer,Husch,2014
50320,91,36.0,Oregon,Pinot Noir,Trisaetum,2014
50326,91,24.0,California,Sangiovese,Naggiar,2013
50327,91,45.0,California,Barbera,Portalupi,2014
50330,91,32.0,California,Cabernet Sauvignon,Shannon Ridge,2013
50334,91,24.0,Oregon,Pinot Gris,King Estate,2014
50335,91,35.0,California,Chardonnay,Langtry,2013
50338,91,26.0,California,Merlot,Martin Ranch,2013
50340,91,19.0,California,Sangiovese,Monte Volpe,2012
50341,91,42.0,California,Sangiovese,Muscardini,2012
50342,91,25.0,California,Red Blend,Naggiar,2013
50344,91,40.0,California,Sangiovese,Rubino Estates Winery,2013
