points,price,province,variety,winery,Year
91,18.0,Oregon,Riesling,Love & Squalor,2009
89,19.0,California,Sauvignon Blanc,Shannon Ridge,2015
89,30.0,California,Merlot,Sanglier Cellars,2012
89,95.0,California,Cabernet Sauvignon,Duckhorn,2012
89,46.0,Oregon,Pinot Noir,Fairsing,2014
89,30.0,Oregon,Pinot Noir,Foris,2014
89,14.0,Oregon,Pinot Gris,Foris,2015
89,15.0,Piemonte,Moscato,Gancia,2015
89,60.0,Oregon,Pinot Noir,Torii Mor,2014
89,49.0,Oregon,Pinot Noir,Winter's Hill,2014
89,65.0,California,Pinot Noir,MacPhail,2014
89,42.0,California,Pinot Noir,MacRostie,2014
89,16.0,California,Rosé,McFadden,2015
89,36.0,California,Barbera,Portalupi,2014
89,15.0,California,Sauvignon Blanc,Graziano,2014
89,16.0,California,Chardonnay,Guenoc,2014
93,90.0,Oregon,Pinot Noir,Domaine Serene,2013
93,55.0,Oregon,Chardonnay,Domaine Serene,2014
93,43.0,California,Pinot Noir,Mersenne,2013
93,50.0,California,Pinot Noir,Longoria,2014
93,30.0,California,Pinot Noir,Lumen,2014
93,49.0,Oregon,Pinot Noir,Trisaetum,2014
93,28.0,Oregon,Riesling,Trisaetum,2015
93,57.0,Alsace,Sparkling Blend,Zusslin,2012
93,65.0,Oregon,Pinot Noir,Harper Voit,2014
93,55.0,Oregon,Pinot Noir,Antiquum Farm,2014
93,50.0,California,Pinot Noir,Longoria,2014
93,36.0,California,Chardonnay,Melville,2015
93,75.0,California,Cabernet Sauvignon,Mirror,2012
93,55.0,Champagne-Ardenne,Champagne Blend,Moët & Chandon,2008
93,42.0,Champagne-Ardenne,Champagne Blend,Nicolas Feuillatte,2008
93,75.0,California,Pinot Noir,Patz & Hall,2014
93,65.0,Oregon,Pinot Noir,Penner-Ash,2014
82,13.0,California,Pinot Noir,Leese-Fitch,2010
81,30.0,California,Cabernet Sauvignon,LangeTwins,2008
81,10.0,California,Merlot,Discoveries,2009
81,10.0,California,Petite Sirah,Discoveries,2009
80,24.0,California,Sangiovese,Santa Barbara Winery,2008
80,18.0,California,Merlot,Quickfire,2008
96,45.0,California,Pinot Noir,De Loach,2009
95,80.0,Oregon,Chardonnay,Bergström,2009
95,45.0,California,Chardonnay,Roar,2010
95,85.0,California,Cabernet Sauvignon,St. Supéry,2008
89,34.0,California,Syrah,Occidental Road Cellars,2009
89,17.0,Alsace,Pinot Gris,Domaine Fernand Engel,2010
89,24.0,Alsace,Pinot Blanc,Domaine Zind-Humbrecht,2010
89,28.0,Washington,Rosé,Gård,2011
89,35.0,Washington,Cabernet Sauvignon,Goose Ridge,2008
89,60.0,Washington,Cabernet Sauvignon,Adams Bench,2009
89,20.0,New York,Pinot Noir,Bloomer Creek,2009
89,23.0,Tuscany,Sangiovese Grosso,Caparzo,2010
89,24.0,Alsace,Pinot Blanc,Domaine Zind-Humbrecht,2011
89,25.0,Washington,Merlot,Hightower,2009
89,50.0,California,Bordeaux-style Red Blend,Provenance Vineyards,2009
83,10.0,California,Petite Sirah,Glen Ellen,2007
83,22.0,California,Zinfandel,J. Rickards,2006
83,22.0,Washington,White Blend,Kontos,2009
83,11.0,California,Pinot Grigio,Loredona,2009
83,22.0,California,Rhône-style Red Blend,Minassian-Young,2007
83,14.0,California,Chardonnay,Mutt Lynch,2009
83,24.0,Oregon,Cabernet Sauvignon,Agate Ridge,2007
83,12.0,Oregon,Riesling,Château Bianca,2008
83,24.0,California,Zinfandel,Fiddletown Cellars,2008
83,12.0,California,Petite Sirah,Pennywise,2008
83,20.0,California,Sauvignon Blanc,Titus,2009
83,10.0,California,Zinfandel,Glen Ellen,2007
83,22.0,California,Zinfandel,Lava Cap,2007
83,35.0,California,Meritage,Stuart Cellars,2006
83,33.0,California,Red Blend,Thacher,2007
83,36.0,California,Zinfandel,Thacher,2007
83,22.0,California,Grenache,Minassian-Young,2007
83,24.0,California,Sangiovese,Niner,2007
83,14.0,Oregon,Pinot Gris,Agate Ridge,2008
83,19.0,California,Pinot Grigio,Bota Box,2009
83,22.0,California,Cabernet Franc,Buttonwood Farm,2007
83,11.0,California,Riesling,Loredona,2009
83,23.0,California,Red Blend,Minassian-Young,2007
95,55.0,Piemonte,Nebbiolo,Giacomo Fenocchio,2013
95,50.0,Piemonte,Nebbiolo,Renato Ratti,2013
95,30.0,California,Mourvèdre,Koehler,2014
95,95.0,California,Merlot,Grassini,2014
95,52.0,Piemonte,Nebbiolo,Massolino,2013
95,90.0,Piemonte,Nebbiolo,Paolo Scavino,2013
95,100.0,California,Zinfandel,Renwood,2014
95,55.0,California,Cabernet Sauvignon,Justin,2014
95,62.0,California,Pinot Noir,Freeman,2014
95,75.0,Piemonte,Nebbiolo,Mauro Veglio,2013
95,65.0,California,Chardonnay,Ramey,2014
95,100.0,Piemonte,Nebbiolo,Renato Ratti,2013
95,60.0,California,Pinot Noir,Ken Brown,2013
95,50.0,California,Pinot Noir,Au Bon Climat,2013
95,30.0,California,Zinfandel,Easton,2014
94,60.0,Washington,Riesling,Chateau Ste. Michelle & Dr. Loosen,2014
94,33.0,Piemonte,Sparkling Blend,Fontanafredda,2011
94,68.0,California,Pinot Noir,Mooney Family,2015
94,65.0,California,Chardonnay,Ramey,2014
87,22.0,Washington,Chardonnay,Three Rivers,1999
87,11.0,Washington,Chardonnay,Snoqualmie,2000
87,25.0,California,Cabernet Sauvignon,Kunde,1997
87,25.0,California,Cabernet Sauvignon,Beringer,1998
87,20.0,California,Pinot Noir,Calera,1999
87,17.0,California,Sangiovese,Holly's Hill,1999
87,18.0,California,Zinfandel,Château Potelle,1999
87,20.0,California,Syrah,Fess Parker,1999
87,26.0,California,Pinot Noir,Gundlach Bundschu,1999
88,22.0,California,Sauvignon Blanc,Brander,2015
88,22.0,California,Sauvignon Blanc,Brander,2015
88,25.0,Oregon,Pinot Noir,Broadley,2014
88,70.0,Oregon,Tempranillo,Castillo De Feliciana,2014
88,26.0,California,Sauvignon Blanc,Coquelicot,2016
88,40.0,California,Grenache,Dane Cellars,2014
88,47.0,California,Rhône-style Red Blend,Demetria,2014
88,35.0,Washington,Cabernet Sauvignon,Eight Bells,2013
88,35.0,California,Syrah,Epiphany,2014
88,12.0,California,Pinot Grigio,Estancia,2015
88,19.0,California,Pinot Noir,Fossil Point,2015
88,52.0,California,Cabernet Sauvignon,Lorenzi Estate,2010
88,37.0,California,Pinot Noir,MacMurray Estate Vineyards,2013
88,60.0,California,Pinot Noir,MacMurray Estate Vineyards,2013
88,24.0,Veneto,Glera,Malibràn,2013
88,30.0,Veneto,Glera,Masottina,2014
88,15.0,California,Cabernet Sauvignon,Matchbook,2013
88,22.0,Veneto,Glera,Andreola,2014
88,25.0,California,Pinot Noir,Santa Barbara Winery,2013
88,28.0,Alsace,Sparkling Blend,Sipp Mack,2011
88,90.0,California,Cabernet Sauvignon,Star Lane Vineyard,2011
88,17.0,Oregon,Pinot Gris,Winter's Hill,2014
88,20.0,California,Pinot Noir,Windrun,2013
91,30.0,California,Malbec,Rancho Sisquoc,2007
90,34.0,Washington,Syrah,àMaurice,2006
90,40.0,California,Pinot Noir,Carr,2008
90,26.0,California,Merlot,Clos du Val,2007
90,50.0,California,Chardonnay,D.R. Stephens,2008
90,46.0,California,Chardonnay,Iron Horse,2008
90,38.0,Piemonte,Dolcetto,Poderi Luigi Einaudi,2008
90,35.0,Washington,Syrah,Sinclair Estate Vineyards,2007
90,25.0,Washington,Syrah,Tempus Cellars,2007
90,29.0,Washington,Malbec,Three Rivers,2007
85,35.0,California,Cabernet Sauvignon,Roth,2005
85,36.0,California,Red Blend,Hunt Cellars,2003
85,24.0,California,Grenache,Lavender Ridge,2006
85,20.0,California,Syrah,Fenestra,2004
85,38.0,California,Syrah,Four Vines,2005
86,13.0,Aquitaine,Bordeaux-style White Blend,Château Suau,2011
86,20.0,New York,Bordeaux-style Red Blend,Peconic Bay Winery,2009
86,30.0,New York,Merlot,Sherwood House Vineyards,2007
86,50.0,California,Pinot Noir,Halleck,2008
85,13.0,California,Riesling,Kendall-Jackson,2010
85,45.0,California,Pinot Noir,Longoria,2010
87,13.0,Oregon,Pinot Gris,Kudos,2012
87,17.0,California,Sauvignon Blanc,Kunde,2012
87,35.0,Oregon,Pinot Noir,Left Coast Cellars,2011
87,55.0,California,Cabernet Sauvignon,Liparita,2010
87,13.0,Tuscany,Red Blend,Piazzano,2012
87,30.0,California,Pinot Noir,Baker & Brain,2010
87,32.0,Burgundy,Chardonnay,Château Philippe-le-Hardi,2011
87,14.0,Tuscany,Red Blend,Fattoria di Grignano,2009
87,30.0,New York,Riesling,Fulkerson,2012
87,20.0,Oregon,Merlot,Abacela,2009
87,28.0,California,Cabernet Sauvignon,Jason-Stephens,2009
89,25.0,California,Barbera,Easton,2014
89,15.0,California,Chardonnay,Emerald Hare,2015
89,100.0,Champagne-Ardenne,Pinot Noir,Joseph Perrier,2009
89,35.0,Oregon,Pinot Noir,Lange,2014
89,20.0,California,Sauvignon Blanc,Longboard,2016
89,25.0,California,Riesling,Municipal Winemakers,2016
89,26.0,California,Viognier,Peachy Canyon,2016
89,20.0,California,Pinot Noir,Saint Gregory,2014
88,65.0,Tuscany,Merlot,Terralsole,2005
88,24.0,Tuscany,Red Blend,Collosorbo,2005
88,20.0,California,Red Blend,Greenwood Ridge,2006
88,50.0,Tuscany,Red Blend,Castello di Monastero,2001
88,20.0,Aquitaine,Bordeaux-style Red Blend,Château Labat,2004
88,20.0,California,Pinot Blanc,Trinitas,2006
88,20.0,Tuscany,Red Blend,Erik Banti,2004
88,45.0,Oregon,Pinot Noir,Boedecker Cellars,2005
88,34.0,Oregon,Pinot Noir,Boedecker Cellars,2005
88,45.0,Oregon,Pinot Noir,Boedecker Cellars,2005
88,20.0,Tuscany,Sangiovese,Caiarossa,2004
88,18.0,Tuscany,Red Blend,Agricola Querciabella,2005
88,20.0,California,Barbera,Renwood,2005
88,24.0,Oregon,Pinot Noir,Spangler,2006
88,18.0,Oregon,Chardonnay,Spindrift Cellars,2006
89,15.0,Aquitaine,Bordeaux-style Red Blend,Les Vignerons Réunis de Monségur,2014
89,70.0,Sicilia,Red Blend,Argiolas,2011
89,11.0,California,Cabernet Sauvignon,Bogle,2013
89,20.0,California,Petite Sirah,Guenoc,2013
89,60.0,California,Zinfandel,LangeTwins,2011
89,20.0,New York,Riesling,Millbrook,2014
89,25.0,California,Cabernet Sauvignon,Napa Cellars,2013
89,28.0,California,Petite Sirah,Perry Creek,2011
89,42.0,California,Pinot Noir,McIntyre Vineyards,2013
89,42.0,Washington,Bordeaux-style Red Blend,Pondera,2012
89,35.0,California,Riesling,Potek,2013
89,16.0,California,Zinfandel,Seven Deadly Zins,2013
89,25.0,California,Riesling,V. Sattui,2014
89,30.0,California,Pinot Noir,Wedell Cellars,2012
89,58.0,Sicilia,Red Blend,Zisola,2012
88,22.0,California,Chardonnay,Eberle,2014
88,45.0,California,Chardonnay,Foley,2013
88,25.0,Washington,Merlot,Gamache,2011
94,42.0,California,Rhône-style Red Blend,Limerick Lane,2015
94,80.0,California,Pinot Noir,Lynmar,2015
94,33.0,Alsace,Pinot Gris,Marc Kreydenweiss,2015
94,38.0,Alsace,Pinot Gris,Paul Blanck,2012
94,38.0,California,Pinot Noir,Flying Goat Cellars,2012
93,25.0,Alsace,Riesling,Julien Schaal,2016
93,65.0,California,Pinot Noir,La Crema,2015
93,40.0,Oregon,Chardonnay,Lange,2015
93,50.0,California,Chardonnay,Lutum,2015
93,100.0,California,Cabernet Sauvignon,Rombauer,2014
93,69.0,California,Pinot Noir,Sojourn,2015
93,40.0,California,Syrah,Terre Rouge,2014
93,100.0,Champagne-Ardenne,Pinot Noir,Thiénot,2008
93,42.0,Veneto,Glera,Villa Sandi,2016
93,55.0,California,Grenache,Chamisal Vineyards,2014
93,55.0,Oregon,Pinot Noir,David Hill,2014
93,70.0,California,Pinot Noir,Della,2015
93,35.0,Alsace,Gewürztraminer,Domaine Charles Baur,2015
93,26.0,Alsace,Riesling,Domaine Michel Fonne,2014
94,87.0,Piemonte,Nebbiolo,Paolo Scavino,2012
94,55.0,California,Pinot Noir,Williams Selyem,2014
94,75.0,California,Bordeaux-style Red Blend,Young Inglewood,2012
94,60.0,California,Chardonnay,Young Inglewood,2013
94,40.0,Sicilia,Red Blend,Tenuta delle Terre Nere,2014
94,79.0,Piemonte,Nebbiolo,Elvio Cogno,2012
94,60.0,California,Pinot Noir,Sea Smoke,2013
94,48.0,California,Chardonnay,Sojourn,2014
94,60.0,Washington,Syrah,Saviah,2013
94,55.0,California,Pinot Noir,Williams Selyem,2014
94,98.0,California,Cabernet Sauvignon,Black Stallion,2012
94,60.0,Piemonte,Nebbiolo,Brezza,2012
94,65.0,California,Pinot Noir,Byron,2013
94,60.0,Piemonte,Nebbiolo,Castello di Verduno,2012
94,90.0,California,Pinot Noir,Donum,2013
94,40.0,California,Cabernet Sauvignon,Écluse,2013
93,48.0,California,Zinfandel,Limerick Lane,2013
93,45.0,California,Pinot Noir,Lost Canyon,2013
93,75.0,Piemonte,Nebbiolo,Luigi Baudana,2012
93,85.0,California,Merlot,Elyse,2012
88,40.0,Oregon,Pinot Noir,Vidon Vineyard,2013
88,35.0,California,Chardonnay,Wrights Station,2012
88,26.0,Tuscany,Red Blend,Argiano,2013
88,20.0,California,Sauvignon Blanc,Foursight,2013
88,32.0,Tuscany,Red Blend,I Giusti e Zanza,2014
88,18.0,Tuscany,Sangiovese,Canneto,2012
88,18.0,California,Red Blend,Casey Flat Ranch,2011
88,65.0,Tuscany,Merlot,Cennatoio,2010
88,15.0,California,Sauvignon Blanc,Chacewater,2013
88,45.0,California,Cabernet Sauvignon,Cornerstone,2012
88,21.0,Tuscany,Red Blend,Fattoria Montellori,2011
88,60.0,Tuscany,Red Blend,Capezzana,2009
88,45.0,Oregon,Pinot Noir,Carlton Cellars,2011
86,42.0,California,Syrah,Donkey & Goat,2013
86,18.0,California,Cabernet Sauvignon,William Hill Estate,2014
86,25.0,Oregon,White Blend,Winter's Hill,2015
86,21.0,California,Rosé,Peace Water,2015
86,25.0,California,Zinfandel,Rock Wall,2014
86,15.0,Aquitaine,Bordeaux-style Red Blend,Maison Bouey,2014
86,30.0,California,Sauvignon Blanc,Malk,2015
86,23.0,California,Cabernet Sauvignon,Olema,2013
86,12.0,California,Merlot,Pennywise,2013
86,45.0,California,Pinot Noir,Schug,2013
86,10.0,California,Rosé,The Archivist,2015
86,100.0,Oregon,Syrah,Amalie Robert,2010
86,18.0,California,Sangiovese,Barra of Mendocino,2013
86,25.0,California,Barbera,Barrel Racer,2013
86,15.0,Aquitaine,Bordeaux-style Red Blend,Cap Royal,2014
86,18.0,Aquitaine,Bordeaux-style Red Blend,Château Carignan,2014
84,31.0,California,Pinot Noir,Indigené,2007
84,20.0,California,Merlot,Magistrate,2010
84,14.0,California,Chardonnay,Chessman,2010
84,18.0,California,Chardonnay,Waterstone,2009
84,13.0,California,Pinot Noir,Chime,2010
84,14.0,Oregon,Chardonnay,Wine by Joe,2010
84,21.0,California,Red Blend,Indigené,2007
86,19.0,New York,Chardonnay,Macari,2007
86,15.0,New York,Chardonnay,Rooster Hill,2008
86,24.0,California,Pinot Noir,Schug,2008
86,46.0,California,Syrah,Tolosa,2007
86,47.0,Burgundy,Pinot Noir,Domaine Jayer-Gilles,2007
86,18.0,California,Sauvignon Blanc,Dutton Estate,2008
86,15.0,New York,Chardonnay,Fox Run,2007
86,29.0,California,Pinot Noir,Hahn,2007
86,15.0,New York,Chardonnay,Heron Hill,2008
86,13.0,New York,Chardonnay,Lakewood,2008
86,15.0,New York,Chardonnay,Lieb,2007
86,20.0,California,Chardonnay,Martin Ray,2008
86,40.0,California,Cabernet Sauvignon,Midsummer Cellars,2007
90,55.0,California,Bordeaux-style Red Blend,St. Francis,2012
90,60.0,California,Grenache,Bien Nacido,2012
90,20.0,California,Chardonnay,Carlson,2014
90,60.0,California,Chardonnay,Grgich Hills,2013
90,35.0,California,Merlot,Havens,2013
90,69.0,California,Grenache,Law,2012
90,35.0,California,Chardonnay,Lincourt,2013
90,11.0,California,Pinot Noir,Line 39,2014
90,50.0,California,Pinot Noir,Lucienne,2013
90,40.0,California,Chardonnay,Buena Vista,2013
90,49.0,California,Pinot Noir,Lumen,2013
87,29.0,Tuscany,Red Blend,La Calonica,2010
87,18.0,Tuscany,Red Blend,Le Bertille,2012
87,35.0,New York,Pinot Blanc,Lieb,2010
87,32.0,Washington,Red Blend,Maryhill,2011
87,12.0,Washington,Pinot Gris,Maryhill,2013
87,28.0,California,Cabernet Sauvignon,Miro,2011
87,30.0,California,Malbec,Opaque,2010
87,20.0,Tuscany,Red Blend,Palazzo Vecchio,2013
87,40.0,California,Pinot Noir,Peter Paul Wines,2011
87,18.0,Piemonte,Nebbiolo,Rocca Felice,2012
87,37.0,New York,Champagne Blend,Sparkling Pointe,2010
87,14.0,Washington,Cabernet Sauvignon,Mercer Canyons,2012
87,25.0,California,Cabernet Sauvignon,Circadia,2010
87,15.0,Tuscany,Red Blend,Gattavecchi,2013
87,50.0,Tuscany,Vermentino,Grattamacco,2012
87,32.0,Washington,Merlot,Kontos,2010
87,25.0,New York,Syrah,Lucas Vineyards,2011
87,16.0,Washington,Riesling,Alexandria Nicole,2012
90,38.0,California,Chardonnay,Balletto,2013
90,20.0,California,Chardonnay,Balletto,2014
90,45.0,Washington,Cabernet Sauvignon,Barons,2012
90,24.0,California,Pinot Noir,Brassfield,2013
90,16.0,New York,Riesling,Sheldrake Point,2014
90,18.0,New York,Gewürztraminer,Silver Thread,2014
90,25.0,Washington,Bordeaux-style Red Blend,Soos Creek,2012
90,55.0,Sicilia,White Blend,Argiolas,2012
90,18.0,California,Zinfandel,Brazin,2012
90,52.0,California,Bordeaux-style Red Blend,Ferrari-Carano,2012
90,48.0,Washington,Bordeaux-style Red Blend,àMaurice,2013
90,65.0,Washington,Cabernet Sauvignon,àMaurice,2013
90,30.0,New York,Syrah,Atwater,2013
90,26.0,California,Sauvignon Blanc,Belden Barns,2014
90,20.0,New York,Riesling,Billsboro,2014
90,98.0,California,Cabernet Sauvignon,Cairdean Estate,2011
90,21.0,Aquitaine,Bordeaux-style Red Blend,Château Fonréaud,2013
90,30.0,Aquitaine,Bordeaux-style Red Blend,Château Maucamps,2013
90,18.0,Washington,Cabernet Sauvignon,Chateau Ste. Michelle,2013
91,45.0,California,Sparkling Blend,Chandon,2008
91,38.0,California,Pinot Noir,Francis Ford Coppola,2012
91,34.0,Burgundy,Chardonnay,Pascal Bouchard,2012
91,35.0,Oregon,Cabernet Franc,Seven Hills,2012
91,19.0,Oregon,Pinot Gris,Adelsheim,2013
91,44.0,California,Pinot Noir,Big Basin,2012
91,38.0,California,Pinot Noir,Sandhi,2013
91,30.0,Oregon,Pinot Noir,Sineann,2013
91,70.0,Oregon,Pinot Noir,Sokol Blosser,2011
91,38.0,Oregon,Chardonnay,Lange,2013
91,50.0,Oregon,Pinot Noir,Le Cadeau,2012
91,22.0,Oregon,Chardonnay,Adelsheim,2013
91,20.0,California,Pinot Noir,Bread & Butter,2012
88,13.0,Washington,Malbec,Waterbrook,2015
88,29.0,Washington,Barbera,Woodward Canyon,2014
88,40.0,California,Cabernet Sauvignon,Kitá,2014
88,50.0,Washington,Cabernet Sauvignon,Liberty Lake,2012
88,17.0,California,Red Blend,Matchbook,2013
88,16.0,California,Chardonnay,McFadden,2016
88,25.0,Washington,Syrah,:Nota Bene,2013
88,60.0,Piemonte,Nebbiolo,Piero Busso,2013
88,33.0,Burgundy,Pinot Noir,Domaines Devillard,2015
88,21.0,Washington,Rosé,Eternal,2016
88,28.0,California,Petite Sirah,Everhart Cellars,2014
88,14.0,Burgundy,Pinot Noir,Florent Descombe,2014
88,10.0,New York,White Blend,Fulkerson,2016
88,60.0,California,Pinot Noir,Hahn,2014
89,75.0,California,Syrah,Maldonado,2012
89,13.0,California,Tempranillo,Peirano,2012
89,34.0,Piemonte,Nebbiolo,Produttori del Barbaresco,2011
89,23.0,California,Sauvignon Blanc,Saracina,2014
89,45.0,Oregon,Pinot Noir,Soléna,2012
89,40.0,California,Pinot Noir,Storm,2013
89,25.0,Oregon,Pinot Noir,Wy'East Vineyards,2013
89,39.0,Burgundy,Chardonnay,Vincent,2013
89,38.0,Piemonte,Nebbiolo,Antichi Vigneti di Cantalupo,2008
89,42.0,California,Bordeaux-style Red Blend,Baehner Fournier,2012
89,13.0,Sicilia,Red Blend,Contini,2013
89,13.0,Sicilia,Vermentino,Contini,2014
89,20.0,Oregon,Pinot Noir,David Hill,2012
89,27.0,Burgundy,Chardonnay,Domaine Saumaize-Michelin,2013
94,90.0,California,Chardonnay,Sandhi,2012
94,60.0,California,Pinot Noir,Babcock,2012
94,45.0,California,Chardonnay,Babcock,2012
94,48.0,California,Syrah,Foxen,2012
94,50.0,California,Pinot Noir,Fritz,2012
94,75.0,Oregon,Cabernet Sauvignon,Cayuse,2011
94,60.0,California,Pinot Noir,Ken Brown,2010
94,32.0,California,Chardonnay,Lafond,2012
94,65.0,Oregon,Syrah,No Girls,2011
94,70.0,Oregon,Pinot Noir,Sokol Blosser,2012
94,90.0,California,Pinot Noir,Wayfarer,2012
94,18.0,Oregon,Riesling,David Hill,2013
94,90.0,Oregon,Bordeaux-style Red Blend,Cayuse,2011
94,90.0,Oregon,Tempranillo,Cayuse,2011
94,75.0,Oregon,Chardonnay,Domaine Serene,2012
94,72.0,California,Pinot Noir,Dutton-Goldfield,2012
94,100.0,Oregon,Pinot Noir,Elk Cove,2012
94,30.0,California,Syrah,Stolpman,2012
93,48.0,California,Pinot Noir,Couloir,2013
93,65.0,Oregon,Pinot Noir,Durant,2012
93,40.0,Tuscany,Cabernet Sauvignon,Rocca di Castagnoli,2010
93,40.0,Tuscany,Red Blend,Altesino,2012
93,29.0,Oregon,Chardonnay,Irvine Family Vineyards,2013
93,50.0,Tuscany,Cabernet Sauvignon,Mazzei,2010
93,70.0,Tuscany,Sangiovese,Mazzei,2011
93,40.0,California,Pinot Noir,Orfila,2013
93,34.0,California,Petite Sirah,Pianetta,2012
92,26.0,California,Syrah,La Clarine Farm,2013
92,45.0,Oregon,Chardonnay,Adelsheim,2013
92,66.0,Oregon,Pinot Noir,Anam Cara,2012
92,28.0,California,Pinot Noir,Bailiwick,2012
92,80.0,Tuscany,Red Blend,Banfi,2010
92,36.0,Oregon,Pinot Noir,DanCin,2012
88,60.0,California,Cabernet Sauvignon,D.R. Stephens,2007
88,30.0,Washington,Meritage,Waterbrook,2006
88,18.0,California,Rosé,Wrath,2009
88,18.0,Piemonte,Barbera,Tenute Cisa Asinari dei Marchesi di Gresy,2007
88,21.0,Piemonte,Barbera,Terre da Vino,2006
88,19.0,Piemonte,Barbera,Coppo,2007
88,38.0,California,Cabernet Sauvignon,Dashe Cellars,2005
88,24.0,California,Zinfandel,Eberle,2007
88,46.0,Tuscany,Sangiovese,Castello di Meleto,2004
88,30.0,California,Chardonnay,Jordan,2006
88,26.0,California,Merlot,Clos du Val,2005
88,33.0,California,Chardonnay,Alma Rosa,2006
88,50.0,California,White Blend,Joseph Phelps,2007
88,28.0,California,Pinot Noir,Longboard,2006
88,40.0,California,Zinfandel,Mazzocco,2005
88,54.0,Tuscany,Sangiovese,Volpaia,2005
88,32.0,California,Zinfandel,Wild Oak by St. Francis,2005
89,20.0,Veneto,Garganega,Latium di Morini,2015
89,32.0,California,Red Blend,Longevity,2012
89,52.0,California,Petite Sirah,MCV,2014
89,45.0,California,Sauvignon Blanc,Dragonette,2014
89,35.0,Washington,Syrah,Dunham,2013
89,25.0,Washington,Bordeaux-style Red Blend,Eternal,2014
89,28.0,California,Cabernet Sauvignon,Fenestra,2012
