province,year,variety,points
Alsace,2013,Riesling,88
Alsace,2012,Pinot Blanc,88
California,2012,Red Blend,88
Piedmont,2011,Nebbiolo,88
Washington,2010,Syrah,92
Washington,2010,Syrah,92
Washington,2012,Riesling,92
California,2010,Bordeaux-style Red Blend,92
California,2010,Red Blend,92
California,2010,Merlot,92
Alsace,2010,Riesling,92
Alsace,2010,White Blend,92
California,2011,Pinot Noir,92
Washington,2010,Cabernet Sauvignon,92
Washington,2012,Sauvignon Blanc,92
California,2008,Cabernet Sauvignon-Syrah,92
California,2011,Red Blend,92
California,2010,Syrah,92
California,2010,Cabernet Sauvignon,92
California,2012,Chardonnay,92
California,2015,Chardonnay,93
Burgundy,2014,Chardonnay,93
Burgundy,2014,Chardonnay,93
California,2013,Mourvèdre,93
California,2013,Cabernet Sauvignon,93
Washington,2014,Cabernet Sauvignon,93
California,2014,Pinot Noir,93
California,2014,Pinot Noir,93
Washington,2014,Bordeaux-style Red Blend,93
Champagne-Ardenne,2010,Champagne Blend,93
Oregon,2012,Tempranillo,93
California,2014,Syrah,93
Champagne-Ardenne,2011,Chardonnay,93
California,2012,Bordeaux-style Red Blend,93
California,2014,Pinot Noir,92
Oregon,2015,Chardonnay,92
California,2014,Pinot Noir,92
California,2014,Pinot Noir,92
Washington,2013,Cabernet Sauvignon,92
California,2013,Syrah,92
Oregon,2015,Pinot Noir,92
California,2013,Red Blend,92
California,2013,Cabernet Sauvignon,92
Oregon,2015,Riesling,92
California,1997,Cabernet Sauvignon,92
Burgundy,1998,Pinot Noir,92
California,1997,Cabernet Sauvignon,92
California,1997,Cabernet Sauvignon,92
California,1997,Bordeaux-style Red Blend,92
Burgundy,1998,Chardonnay,92
California,1997,Bordeaux-style Red Blend,92
California,1997,Bordeaux-style Red Blend,92
California,1997,Cabernet Sauvignon,92
California,1997,Cabernet Sauvignon,92
California,1997,Cabernet Sauvignon,92
California,1997,Cabernet Sauvignon,92
California,1997,Cabernet Sauvignon,92
California,1997,Bordeaux-style Red Blend,92
California,1997,Cabernet Sauvignon,91
California,1997,Cabernet Sauvignon,91
Sicilia,2011,Insolia,87
Sicilia,2011,Grillo,87
Sicilia,2010,Nero d'Avola,87
California,2011,Chardonnay,86
California,2008,Cabernet Franc,86
Sicilia,2010,Cannonau,86
Sicilia,2011,Inzolia,86
Sicilia,2011,White Blend,86
California,2011,Merlot,86
Sicilia,2011,Insolia,86
Sicilia,2011,Syrah,86
Sicilia,2011,Rosato,86
California,2011,Zinfandel,86
California,2010,Meritage,86
California,2011,Chardonnay,86
Oregon,2011,Pinot Noir,86
Sicilia,2010,Sangiovese,86
Sicilia,2011,Nero d'Avola,86
Sicilia,2011,Pinot Noir,86
Sicilia,2010,Nero d'Avola,86
California,2012,Pinot Noir,86
California,2012,Lagrein,86
California,2011,Red Blend,86
California,2012,Red Blend,86
California,2011,Pinot Noir,86
California,2013,Syrah,86
Washington,2013,Chardonnay,86
California,2012,Merlot,86
Washington,2009,Tempranillo,86
California,2012,Merlot,85
New York,2012,Riesling,85
California,2012,Merlot,85
California,2012,Pinot Noir,85
California,2013,Chardonnay,85
Veneto,2008,"Corvina, Rondinella, Molinara",83
California,2009,Merlot,83
Veneto,2008,"Corvina, Rondinella, Molinara",82
California,2008,Merlot,82
Veneto,2004,"Corvina, Rondinella, Molinara",82
Veneto,2008,"Corvina, Rondinella, Molinara",82
California,2009,Cabernet Sauvignon,82
California,2007,Sauvignon Blanc,82
California,2009,Chardonnay,82
Washington,2008,Syrah,82
Veneto,2008,"Corvina, Rondinella, Molinara",82
Veneto,2008,"Corvina, Rondinella, Molinara",82
California,2012,Zinfandel,89
Sicilia,2014,Vermentino,89
California,2011,Bordeaux-style Red Blend,89
Burgundy,2013,Chardonnay,89
Oregon,2013,Pinot Noir,89
Oregon,2012,Cabernet Franc,89
Oregon,2014,Riesling,89
California,2013,Zinfandel,89
California,2011,Cabernet Sauvignon-Syrah,88
Burgundy,2013,Chardonnay,88
Oregon,2012,Pinot Noir,88
Burgundy,2014,Chardonnay,88
Sicilia,2013,Cannonau,88
Piedmont,2012,Nebbiolo,88
Burgundy,2013,Chardonnay,88
Piedmont,2012,Nebbiolo,88
Oregon,2012,Syrah,88
Piedmont,2012,Nebbiolo,88
Oregon,2013,Pinot Noir,88
California,2008,Pinot Blanc,90
California,2006,Cabernet Sauvignon,90
California,2007,Petite Sirah,90
California,2007,Pinot Noir,90
California,2007,Pinot Noir,90
California,2006,Pinot Noir,90
California,2008,Sauvignon Blanc,90
California,2007,Chardonnay,90
California,2006,Cabernet Franc,90
California,2006,Bordeaux-style Red Blend,90
California,2006,Zinfandel,90
Sicilia,2008,Chardonnay,90
Champagne-Ardenne,1999,Champagne Blend,90
Veneto,2003,"Corvina, Rondinella, Molinara",90
Veneto,2003,"Corvina, Rondinella, Molinara",90
Veneto,2004,"Corvina, Rondinella, Molinara",90
Aquitaine,2006,Bordeaux-style Red Blend,90
California,2006,Cabernet Sauvignon,90
California,2007,Sparkling Blend,88
California,2009,Chardonnay,88
California,2010,White Blend,88
California,2010,Chardonnay,88
New York,2010,Riesling,88
New York,2010,Riesling,88
Tuscany,2006,Moscadello,88
Burgundy,2009,Pinot Noir,88
California,2010,Chardonnay,88
Burgundy,2008,Chardonnay,88
Burgundy,2009,Pinot Noir,88
New York,2010,Riesling,88
California,2006,Cabernet Sauvignon,88
Washington,2010,Syrah,90
Piedmont,2009,Nebbiolo,90
Piedmont,2009,Nebbiolo,90
Piedmont,2009,Nebbiolo,90
California,2011,Cabernet Sauvignon,90
Washington,2011,Chardonnay,90
California,2010,Pinot Noir,90
Washington,2010,Red Blend,90
Washington,2012,Viognier,90
Aquitaine,2011,Bordeaux-style Red Blend,90
Washington,2010,Chardonnay,90
Piedmont,2011,Barbera,90
Piedmont,2009,Nebbiolo,90
Piedmont,2010,Nebbiolo,90
California,2010,Cabernet Sauvignon,90
California,2010,Chardonnay,90
California,2011,Syrah,90
California,2010,Chardonnay,90
California,2010,Merlot,90
California,2011,Chardonnay,90
Washington,2010,Syrah,90
Tuscany,2014,Red Blend,89
Tuscany,2012,Sangiovese,89
California,2014,Pinot Noir,89
Tuscany,2014,Red Blend,88
California,2015,Pinot Noir,88
Oregon,2014,Pinot Noir,88
California,2014,Merlot,88
California,2014,Pinot Noir,88
Tuscany,2013,Sangiovese,88
Tuscany,2013,Red Blend,88
Tuscany,2011,Sangiovese,88
Tuscany,2012,Sangiovese,88
Tuscany,2015,Sangiovese,88
California,2015,Sauvignon Blanc,88
Tuscany,2015,Red Blend,88
California,2014,Chardonnay,88
Oregon,2014,Pinot Noir,88
Oregon,2015,Chardonnay,88
Oregon,2015,Pinot Noir,88
Tuscany,2015,Red Blend,88
Tuscany,2015,Red Blend,88
Tuscany,2012,Sangiovese,88
California,2014,Pinot Noir,88
Tuscany,2015,Red Blend,88
Tuscany,2012,Red Blend,88
Washington,2009,Red Blend,87
Washington,2009,Merlot,87
California,2010,Zinfandel,87
California,2010,Syrah,87
California,2011,Pinot Noir,87
California,2011,Chardonnay,87
California,2009,Merlot,87
Washington,2010,Marsanne,87
California,2010,Cabernet Sauvignon-Merlot,87
Washington,2010,Cabernet Franc,87
California,2012,Sauvignon Blanc,87
Washington,2010,Bordeaux-style Red Blend,87
Oregon,2010,Pinot Noir,87
California,2012,Sauvignon Blanc,87
California,2011,Rosé,87
Oregon,2011,Pinot Noir,87
California,2010,Merlot,87
California,2008,Zinfandel,84
California,2009,Chardonnay,84
California,2008,Pinot Noir,84
California,2009,Chardonnay,84
California,2009,Chardonnay,84
California,2009,Chardonnay,84
California,2009,Zinfandel,84
Oregon,2009,Red Blend,84
California,2009,Viognier,84
California,2009,Zinfandel,84
California,2008,Sangiovese-Syrah,84
California,2008,Sangiovese,84
California,2007,Cabernet Sauvignon,84
California,2009,Barbera,88
Veneto,2011,Glera,87
California,2010,Zinfandel,87
California,2008,Cabernet Sauvignon,87
Veneto,2011,Glera,87
California,2010,Pinot Noir,87
Veneto,2010,Glera,87
California,2011,Chardonnay,87
California,2010,Viognier,87
Veneto,2010,Sparkling Blend,87
Alsace,2010,Riesling,87
Burgundy,2010,Pinot Noir,87
California,2009,Zinfandel,87
California,2009,Merlot,87
Veneto,2010,Glera,87
California,2005,Sparkling Blend,87
California,2009,Red Blend,87
New York,2010,Riesling,87
California,2009,Syrah,87
Sicilia,2008,Nero d'Avola,87
Sicilia,2010,Catarratto,87
Sicilia,2010,White Blend,87
Burgundy,2009,Chardonnay,87
Sicilia,2009,Red Blend,87
Sicilia,2010,Red Blend,87
Washington,2009,Red Blend,87
Washington,2010,Sauvignon Blanc,87
Sicilia,2010,Insolia,87
California,2008,Cabernet Sauvignon,87
Sicilia,2008,Grillo,87
Sicilia,2010,Cabernet Sauvignon,87
Burgundy,2010,Chardonnay,87
New York,2010,Riesling,87
California,2010,Chardonnay,87
California,2010,Pinot Noir,87
Washington,2009,Bordeaux-style Red Blend,87
California,2010,White Blend,87
Sicilia,2009,Nero d'Avola,87
Sicilia,2008,Nero d'Avola,87
Oregon,2014,Chardonnay,88
California,2012,Syrah,88
California,2014,Sauvignon Blanc,88
Oregon,2013,Pinot Noir,88
California,2013,Chardonnay,88
Oregon,2014,Muscat,88
Oregon,2013,Pinot Noir,88
California,2009,Chardonnay,87
Washington,2007,Cabernet Franc,87
Washington,2009,Riesling,87
California,2008,Sauvignon Blanc,87
Veneto,2007,"Corvina, Rondinella, Molinara",87
California,2008,Zinfandel,87
Veneto,2007,Raboso,87
Piedmont,2009,Moscato,87
California,2009,Chardonnay,87
Aquitaine,2009,Bordeaux-style White Blend,87
California,2008,Pinot Noir,87
California,2007,Tempranillo,87
California,2007,Petite Sirah,87
California,2009,Chardonnay,87
Burgundy,2008,Pinot Noir,87
California,2008,Zinfandel,87
California,2009,Zinfandel,87
California,2014,Chardonnay,87
Washington,2011,Malbec,87
California,2013,Zinfandel,87
Washington,2014,Riesling,87
Washington,2015,Grenache,87
Veneto,2013,Red Blend,87
Burgundy,2015,Chardonnay,87
Tuscany,2014,Sangiovese,87
Burgundy,2015,Pinot Noir,87
Washington,2014,Cabernet Sauvignon,87
California,2013,Red Blend,87
Burgundy,2015,Pinot Noir,87
Veneto,2012,Red Blend,87
Burgundy,2015,Chardonnay,87
Burgundy,2015,Pinot Noir,87
Washington,2015,Albariño,87
Burgundy,2015,Chardonnay,87
Burgundy,2014,Chardonnay,87
Veneto,2012,Red Blend,87
California,2013,Bordeaux-style Red Blend,87
New York,2014,Cabernet Franc,87
Washington,2014,Chardonnay,87
Veneto,2013,Red Blend,87
New York,2013,Riesling,90
California,2011,Bordeaux-style Red Blend,90
Tuscany,2012,Sangiovese,90
Washington,2011,Red Blend,90
Tuscany,2012,Sangiovese,90
Washington,2012,Touriga Nacional,90
Washington,2011,Bordeaux-style Red Blend,90
Washington,2011,Cabernet Sauvignon,90
California,2012,Chardonnay,90
Washington,2013,Riesling,90
California,2011,Red Blend,90
New York,2010,Bordeaux-style Red Blend,90
Tuscany,2012,Sangiovese,90
California,2012,Pinot Noir,90
Tuscany,2009,Red Blend,90
California,2011,Zinfandel,90
Tuscany,2008,Sangiovese Grosso,91
Tuscany,2008,Sangiovese Grosso,91
New York,2009,Riesling,91
Tuscany,2008,Sangiovese Grosso,91
Tuscany,2008,Sangiovese Grosso,91
Aquitaine,2010,Bordeaux-style Red Blend,91
Aquitaine,2010,Bordeaux-style Red Blend,91
Tuscany,2008,Sangiovese Grosso,91
Tuscany,2008,Sangiovese Grosso,91
Tuscany,2010,Sangiovese,90
Tuscany,2008,Sangiovese Grosso,90
California,2010,Barbera,90
Tuscany,2008,Sangiovese Grosso,90
Tuscany,2008,Sangiovese Grosso,90
Tuscany,2009,Sangiovese,90
Tuscany,2008,Sangiovese Grosso,90
California,2010,Rhône-style Red Blend,90
Tuscany,2008,Sangiovese Grosso,90
Tuscany,2008,Sangiovese Grosso,90
California,2011,Chardonnay,90
Washington,2010,Syrah,90
California,2011,Sauvignon Blanc-Semillon,90
California,2011,Cabernet Sauvignon,88
California,2009,Syrah,88
California,2013,Sauvignon Blanc,88
California,2013,Rhône-style Red Blend,88
California,2012,Zinfandel,88
California,2013,Chardonnay,88
California,2013,Sauvignon Blanc,88
Veneto,2012,Red Blend,88
Oregon,2012,Pinot Noir,88
California,2013,Chardonnay,88
California,2012,Cabernet Franc,88
Oregon,2010,Pinot Noir,88
Veneto,2013,Garganega,88
Oregon,2015,Pinot Noir,87
California,2014,Red Blend,87
Piedmont,2012,Nebbiolo,87
California,2015,White Blend,87
California,2015,Colombard,87
California,2013,Zinfandel,87
California,2014,Chardonnay,87
Aquitaine,2014,Merlot-Cabernet Sauvignon,87
California,2012,Cabernet Sauvignon,87
California,2015,Sauvignon Blanc,87
Piedmont,2012,Nebbiolo,87
Piedmont,2015,Moscato,87
Aquitaine,2014,Bordeaux-style Red Blend,87
Aquitaine,2014,Bordeaux-style Red Blend,87
Aquitaine,2015,Bordeaux-style Red Blend,87
California,2012,Zinfandel,87
Oregon,2012,Pinot Noir,87
Veneto,2013,Garganega,87
California,2012,Zinfandel,87
California,2013,Zinfandel,87
California,2011,Red Blend,87
California,2012,Syrah,87
California,2012,Cabernet Sauvignon,87
California,2012,Petite Sirah,87
California,2011,Cabernet Sauvignon,87
Sicilia,2015,White Blend,86
California,2015,Chardonnay,86
California,2013,Sauvignon Blanc,86
California,2014,Zinfandel,86
Oregon,2014,Chardonnay,86
Aquitaine,2015,Rosé,86
Alsace,2013,Pinot Noir,86
Alsace,2014,Pinot Noir,86
California,2013,Meritage,86
Sicilia,2015,Catarratto,86
California,2012,Cabernet Sauvignon,86
California,2014,Chardonnay,85
California,2015,Pinot Grigio,85
Aquitaine,2015,Rosé,85
Aquitaine,2015,Rosé,85
Sicilia,2015,White Blend,85
Sicilia,2007,Red Blend,90
California,2010,Chardonnay,90
California,2009,Syrah,90
California,2009,Bordeaux-style Red Blend,89
Washington,2009,Cabernet Sauvignon,89
Washington,2009,Red Blend,89
Washington,2009,Cabernet Franc,89
California,2010,Semillon-Sauvignon Blanc,89
California,2010,Gewürztraminer,89
California,2005,Pinot Noir,96
Tuscany,2001,Sangiovese,96
California,2003,Cabernet Sauvignon,96
Tuscany,2001,Sangiovese,95
Tuscany,2003,White Blend,95
California,2005,Syrah,95
Burgundy,2005,Pinot Noir,95
California,2005,Sauvignon Blanc,94
California,2005,Zinfandel,94
California,2004,Cabernet Sauvignon,94
California,2005,Pinot Noir,94
Burgundy,2005,Pinot Noir,94
California,2005,Syrah,94
California,2005,Pinot Noir,94
Burgundy,2005,Pinot Noir,94
California,2006,Pinot Noir,94
Washington,2005,Syrah,94
Burgundy,2005,Pinot Noir,93
Burgundy,2005,Pinot Noir,93
Washington,2005,Red Blend,93
California,2005,Pinot Noir,93
Washington,2014,Mourvèdre,92
California,2014,Pinot Noir,92
California,2010,Bordeaux-style Red Blend,92
California,2013,Primitivo,92
California,2013,Cabernet Sauvignon,92
California,2015,Chardonnay,92
California,2013,Syrah-Grenache,92
California,2014,Pinot Noir,92
New York,2013,Carmenère,92
California,2013,Rhône-style Red Blend,92
California,2014,Merlot,92
California,2014,Chardonnay,92
California,2012,Sparkling Blend,92
California,2015,Chardonnay,92
California,2013,Pinot Noir,92
Veneto,2012,Red Blend,86
Burgundy,2015,Chardonnay,86
California,2014,Merlot,86
Tuscany,2014,Sangiovese,86
California,2014,Chardonnay,86
New York,2014,Gewürztraminer,86
California,2014,Chardonnay,86
Burgundy,2015,Chardonnay,86
New York,2014,Sauvignon Blanc,86
California,2014,Malbec,86
California,2013,Tempranillo,86
New York,2015,Cabernet Franc,86
Veneto,2013,Red Blend,86
California,2014,Muscadine,86
Burgundy,2015,Aligoté,86
Burgundy,2015,Chardonnay,86
Tuscany,2014,Sangiovese,86
California,2011,Rosé,84
California,2010,Bordeaux-style White Blend,84
California,2010,Chardonnay,84
California,2010,Pinot Noir,84
California,2010,Chardonnay,84
Alsace,2011,Riesling,84
Oregon,2010,Pinot Gris,84
California,2009,Cabernet Sauvignon,84
California,2009,Red Blend,84
Oregon,2008,Petite Sirah,84
California,2010,Chardonnay,84
California,2010,Bordeaux-style Red Blend,84
California,2010,Cabernet Sauvignon,84
California,2011,Moscato,84
California,2010,Zinfandel,84
California,2009,Malbec,84
California,2016,Pinot Grigio,86
Aquitaine,2015,Bordeaux-style Red Blend,86
Aquitaine,2015,Bordeaux-style Red Blend,86
Aquitaine,2015,Bordeaux-style Red Blend,86
California,2014,Sangiovese,86
California,2014,Cabernet Sauvignon,86
California,2016,Chardonnay,86
California,2015,Pinot Noir,86
Aquitaine,2016,Bordeaux-style White Blend,86
California,2014,Cabernet Sauvignon,86
California,2014,Red Blend,86
Aquitaine,2008,Bordeaux-style Red Blend,93
Aquitaine,2008,Bordeaux-style Red Blend,93
Tuscany,2006,Sangiovese Grosso,93
California,2009,Chardonnay,93
California,2009,Vermentino,93
Aquitaine,2008,Bordeaux-style Red Blend,93
Washington,2007,Bordeaux-style Red Blend,93
Washington,2008,Grenache,93
California,2008,Pinot Noir,93
Tuscany,2006,Sangiovese Grosso,93
Tuscany,2006,Sangiovese Grosso,93
Aquitaine,2008,Bordeaux-style Red Blend,93
Aquitaine,2008,Bordeaux-style Red Blend,93
Aquitaine,2008,Bordeaux-style White Blend,93
Aquitaine,2008,Bordeaux-style Red Blend,93
Tuscany,2006,Sangiovese Grosso,93
Tuscany,2005,Sangiovese Grosso,93
California,2007,Pinot Noir,93
Tuscany,2005,Sangiovese Grosso,93
California,2007,Cabernet Sauvignon,93
Tuscany,2007,Sangiovese,93
Oregon,2009,Riesling,87
California,2007,Cabernet Sauvignon,87
California,2008,Zinfandel,87
California,2008,G-S-M,87
California,2008,Syrah,87
California,2008,Cabernet Sauvignon,87
Oregon,2008,Pinot Noir,87
California,2009,Sauvignon Blanc,87
California,2007,Syrah,87
California,2009,Pinot Gris,87
California,2007,Syrah,87
Piedmont,2012,Nebbiolo,89
Aquitaine,2015,Bordeaux-style White Blend,89
Piedmont,2012,Nebbiolo,89
Washington,2013,Red Blend,89
California,2013,Barbera,89
New York,2013,Sparkling Blend,89
Washington,2012,Bordeaux-style Red Blend,89
California,2014,Zinfandel,89
Washington,2013,Syrah,89
California,2012,Red Blend,89
Washington,2014,Viognier,89
Washington,2013,White Blend,89
Washington,2013,Syrah,89
Aquitaine,2014,Bordeaux-style Red Blend,89
Aquitaine,2014,Bordeaux-style Red Blend,89
Washington,2013,Cabernet Sauvignon,89
California,2015,Chardonnay,92
California,2014,Red Blend,92
Washington,2014,Bordeaux-style Red Blend,92
California,2013,Zinfandel,92
Oregon,2014,Pinot Noir,92
California,2014,Syrah,92
California,2015,White Blend,92
California,2012,Tempranillo,92
Oregon,2014,Pinot Noir,92
Washington,2014,Cabernet Sauvignon,92
Alsace,2012,Gewürztraminer,92
California,2014,Bordeaux-style Red Blend,92
California,2013,Cabernet Sauvignon,92
Washington,2014,Cabernet Sauvignon,92
California,2013,Merlot,92
Oregon,2015,Chardonnay,92
Washington,2014,Cabernet Sauvignon,92
California,2014,Syrah,92
Washington,2014,Bordeaux-style Red Blend,92
California,2013,Rhône-style Red Blend,95
Burgundy,2013,Pinot Noir,95
California,2013,Pinot Noir,95
Burgundy,2013,Pinot Noir,95
Burgundy,2013,Pinot Noir,95
California,2012,Pinot Noir,95
Burgundy,2013,Pinot Noir,95
California,2013,Chardonnay,95
Burgundy,2012,Pinot Noir,95
California,2013,Pinot Noir,95
Burgundy,2013,Pinot Noir,95
Alsace,2013,Gewürztraminer,95
California,2010,Sparkling Blend,94
California,2012,Cabernet Sauvignon,94
California,2013,Pinot Noir,94
California,2013,Zinfandel,94
Burgundy,2013,Pinot Noir,94
California,2013,Pinot Noir,94
California,2013,Rhône-style Red Blend,94
Alsace,2014,Riesling,94
California,2012,Chardonnay,94
California,2013,Pinot Noir,94
California,2012,Pinot Noir,94
California,2013,Pinot Noir,94
California,2012,Cabernet Sauvignon,94
California,2013,Chardonnay,94
Veneto,2011,Red Blend,94
California,2013,Pinot Noir,94
Burgundy,2012,Pinot Noir,94
California,2013,Cabernet Sauvignon,92
California,2015,Pinot Noir,92
California,2016,Sauvignon Blanc,92
Piedmont,2015,Dolcetto,92
Burgundy,2015,Pinot Noir,92
California,2012,G-S-M,92
California,2015,Pinot Noir,92
California,2016,Sauvignon Blanc,92
Piedmont,2014,Nebbiolo,92
California,2014,Petite Sirah,92
Burgundy,2015,Pinot Noir,92
California,2014,Cabernet Sauvignon,92
Burgundy,2015,Pinot Noir,92
Burgundy,2014,Chardonnay,92
California,2015,Pinot Noir,92
California,2013,Bordeaux-style Red Blend,92
New York,2013,Champagne Blend,92
Washington,2014,Malbec,92
Burgundy,2015,Chardonnay,92
Burgundy,2015,Pinot Noir,92
Piedmont,2014,Nebbiolo,92
California,2015,Pinot Noir,92
California,2014,Red Blend,92
California,2004,Zinfandel,88
Oregon,2006,Pinot Noir,88
Piedmont,2004,Nebbiolo,88
California,2006,Pinot Noir,88
Piedmont,2006,Nebbiolo,88
California,2006,Pinot Noir,88
California,2005,Merlot,88
California,2005,Merlot,88
California,2006,Zinfandel,88
California,2005,Cabernet Sauvignon,88
