points,price,province,variety,winery,Precipitation,Temperature
94,48.0,California,Chardonnay,Dutton Estate,361.29,14.17
94,58.0,California,Pinot Noir,Dutton-Goldfield,361.29,14.17
93,45.0,California,Pinot Noir,Dutton Estate,361.29,14.17
93,58.0,California,Pinot Noir,Dutton-Goldfield,361.29,14.17
86,14.0,California,Syrah,Eagle Castle,361.29,14.17
86,16.0,California,White Blend,Hayman & Hill,361.29,14.17
86,17.0,California,GewÃ¼rztraminer,Mill Creek,361.29,14.17
87,20.0,California,Bordeaux-style Red Blend,Spann Vineyards,361.29,14.17
87,40.0,California,Merlot,Frazier,361.29,14.17
87,50.0,California,Red Blend,Benessere,361.29,14.17
84,25.0,California,Merlot,Sarah's Vineyard,361.29,14.17
89,35.0,California,Pinot Noir,Windsor Oaks,361.29,14.17
92,45.0,California,Cabernet Sauvignon,Silverado,604.0,14.2
88,23.0,California,Chardonnay,Manzoni,604.0,14.2
88,36.0,California,Pinot Noir,McIntyre Vineyards,604.0,14.2
85,49.0,California,Syrah,Testarossa,604.0,14.2
86,34.0,California,Zinfandel,Brutocao,604.0,14.2
86,40.0,California,Red Blend,Clos La Chance,604.0,14.2
85,12.0,California,Cabernet Sauvignon,Morro Bay,604.0,14.2
87,70.0,California,Syrah,Monte De Oro,604.0,14.2
85,19.0,California,Cabernet Sauvignon,One Hope,604.0,14.2
85,35.0,California,Syrah,Alexander Valley Vineyards,604.0,14.2
85,10.0,California,Merlot,Little Black Dress,604.0,14.2
86,48.0,California,Pinot Noir,Pali,604.0,14.2
87,20.0,California,Chardonnay,Gainey,604.0,14.2
86,24.0,California,MourvÃ¨dre,Lavender Ridge,604.0,14.2
85,9.0,California,Riesling,Fetzer,604.0,14.2
86,25.0,California,Viognier,Vinum Cellars,604.0,14.2
85,19.0,California,Chardonnay,St. Clement,604.0,14.2
85,10.0,California,Pinot Grigio,Renwood,604.0,14.2
88,15.0,California,Chardonnay,Alexander Valley Vineyards,604.0,14.2
87,18.0,California,Zinfandel,Sobon Estate,604.0,14.2
90,33.0,California,Syrah,Novy,604.0,14.2
87,30.0,California,Pinot Noir,Stephen's,604.0,14.2
87,35.0,California,Zinfandel,Adobe Road,604.0,14.2
90,75.0,California,Cabernet Sauvignon,Highlands,604.0,14.2
90,14.0,California,Syrah,Cameron Hughes,604.0,14.2
82,12.0,California,Viognier,Congress Springs,604.0,14.2
82,10.0,California,Pinot Grigio,Jenica Peak,604.0,14.2
82,13.0,California,Chardonnay,Congress Springs,604.0,14.2
84,47.0,California,Bordeaux-style Red Blend,Williamson Wines,604.0,14.2
84,25.0,California,Red Blend,La Storia,604.0,14.2
89,22.0,California,Sauvignon Blanc,Breggo,604.0,14.2
87,38.0,California,Pinot Noir,J Vineyards & Winery,604.0,14.2
87,42.0,California,Pinot Noir,J. Wilkes,604.0,14.2
87,17.0,California,Sauvignon Blanc,X,604.0,14.2
87,22.0,California,Pinot Noir,Schug,604.0,14.2
88,48.0,California,Meritage,Kings Mountain,604.0,14.2
93,50.0,California,Chardonnay,Ojai,604.0,14.2
93,30.0,California,Sauvignon Blanc,Chalk Hill,604.0,14.2
92,28.0,California,Chardonnay,Smith-Madrone,604.0,14.2
86,36.0,California,Syrah,Crane Brothers,604.0,14.2
86,34.0,California,Petite Sirah,Enkidu,604.0,14.2
90,98.0,California,Cabernet Sauvignon,Corison,604.0,14.2
85,13.0,California,Sauvignon Blanc,Maddalena,604.0,14.2
85,16.0,California,Sauvignon Blanc,Beringer,604.0,14.2
89,35.0,California,Bordeaux-style Red Blend,Valley of the Moon,604.0,14.2
89,30.0,California,Syrah,Newsome-Harlow,604.0,14.2
91,45.0,California,Cabernet Sauvignon,Bell,604.0,14.2
81,25.0,California,Zinfandel,Amador Cellars,604.0,14.2
87,75.0,California,Syrah,Sanguis,604.0,14.2
87,40.0,California,Cabernet Sauvignon,Arger-Martucci,604.0,14.2
85,26.0,California,Cabernet Sauvignon,La FenÃªtre,604.0,14.2
85,22.0,California,Dolcetto,Mosby,604.0,14.2
85,22.0,California,Petite Sirah,Wolff,604.0,14.2
85,32.0,California,Grenache,Zaca Mesa,604.0,14.2
86,69.0,California,Cabernet Sauvignon,Cobblestone,604.0,14.2
88,70.0,California,Pinot Noir,Talley,604.0,14.2
90,20.0,California,Zinfandel,Karly,604.0,14.2
90,45.0,California,Pinot Noir,Longoria,604.0,14.2
90,14.0,California,Merlot,Chelsea Goldschmidt,604.0,14.2
90,28.0,California,Pinot Noir,Foppiano,604.0,14.2
89,36.0,California,Petite Sirah,Artezin,604.0,14.2
89,29.0,California,Chardonnay,Cinnabar,604.0,14.2
85,42.0,California,Pinot Noir,Olson Ogden,604.0,14.2
85,24.0,California,Zinfandel,Sausal,604.0,14.2
94,100.0,California,Pinot Noir,Lookout Ridge,604.0,14.2
93,55.0,California,Pinot Noir,Dutton-Goldfield,604.0,14.2
93,38.0,California,Pinot Noir,Joseph Swan Vineyards,604.0,14.2
87,42.0,California,Pinot Noir,Williams Selyem,604.0,14.2
86,13.0,California,Chardonnay,Cameron Hughes,604.0,14.2
86,31.0,California,Pinot Noir,Williams Selyem,604.0,14.2
86,26.0,California,Chardonnay,Sbragia,604.0,14.2
90,35.0,California,Chardonnay,Hopper Creek,604.0,14.2
94,35.0,California,Cabernet Sauvignon,Atlas Peak,604.0,14.2
89,13.0,California,Petite Sirah,Dancing Coyote,604.0,14.2
82,28.0,California,Pinot Noir,Verve,604.0,14.2
92,45.0,California,Cabernet Franc,William Harrison,604.0,14.2
92,95.0,California,Cabernet Franc,Peju,604.0,14.2
92,50.0,California,Cabernet Sauvignon,William Harrison,604.0,14.2
83,28.0,California,Cabernet Sauvignon,Folie Ã  Deux,604.0,14.2
82,45.0,California,Chardonnay,Wente,604.0,14.2
85,22.0,California,Chardonnay,William Hill Estate,604.0,14.2
82,10.0,California,Pinot Grigio,Montevina,604.0,14.2
82,16.0,California,Pinot Noir,Esser Cellars,604.0,14.2
87,24.0,California,Zinfandel,Sobon Estate,604.0,14.2
87,30.0,California,Zinfandel,XYZin,604.0,14.2
87,26.0,California,Zinfandel,Forchini,604.0,14.2
86,29.0,California,Cabernet Sauvignon,Francis Ford Coppola,604.0,14.2
83,28.0,California,Grenache,Shannon Ridge,604.0,14.2
87,65.0,California,Bordeaux-style Red Blend,St. SupÃ©ry,604.0,14.2
85,19.0,California,Merlot,One Hope,604.0,14.2
85,24.0,California,Cabernet Sauvignon,Rancho Sisquoc,604.0,14.2
86,14.0,California,Sauvignon Blanc,Courtney Benham,604.0,14.2
86,22.0,California,Chardonnay,Stephen Ross,604.0,14.2
86,28.0,California,Pinot Noir,Judd's Hill,604.0,14.2
86,50.0,California,Pinot Noir,Loring Wine Company,604.0,14.2
88,25.0,California,Pinot Noir,Mossback,604.0,14.2
91,28.0,California,Merlot,Viansa,604.0,14.2
91,35.0,California,Syrah,Terre Rouge,604.0,14.2
89,26.0,California,Chardonnay,Pessagno,604.0,14.2
89,49.0,California,Pinot Noir,Alma Rosa,604.0,14.2
89,52.0,California,Pinot Noir,MacPhail,604.0,14.2
89,15.0,California,Chardonnay,St. Francis,604.0,14.2
88,75.0,California,Pinot Noir,Keller Estate,604.0,14.2
88,60.0,California,Pinot Noir,Merry Edwards,604.0,14.2
88,60.0,California,Pinot Noir,Etude,604.0,14.2
92,32.0,California,Chardonnay,Pessagno,604.0,14.2
92,56.0,California,Pinot Noir,Testarossa,604.0,14.2
92,40.0,California,Zinfandel,Dutton-Goldfield,604.0,14.2
92,30.0,California,Chardonnay,Baileyana,604.0,14.2
92,28.0,California,Pinot Noir,Pessagno,604.0,14.2
88,50.0,California,Chardonnay,Kazmer & Blaise,604.0,14.2
88,24.0,California,Chardonnay,Molnar Family,604.0,14.2
88,35.0,California,Zinfandel,Bella,604.0,14.2
87,44.0,California,Pinot Noir,P2,604.0,14.2
87,30.0,California,Pinot Noir,Calera,604.0,14.2
87,19.0,California,Cabernet Sauvignon,Shannon Ridge,604.0,14.2
87,25.0,California,Chardonnay,Kynsi,604.0,14.2
84,10.0,California,Merlot,Grayson,604.0,14.2
87,19.0,California,Merlot,Kendall-Jackson,604.0,14.2
90,45.0,California,Pinot Noir,De Loach,604.0,14.2
90,32.0,California,Pinot Noir,Tamayo Family,604.0,14.2
90,18.0,California,GewÃ¼rztraminer,Handley,604.0,14.2
89,18.0,California,Chardonnay,Wente,604.0,14.2
88,18.0,California,RhÃ´ne-style Red Blend,Zaca Mesa,604.0,14.2
88,15.0,California,Meritage,Hayman & Hill,604.0,14.2
88,38.0,California,Sparkling Blend,Iron Horse,604.0,14.2
94,75.0,California,Red Blend,Krupp Brothers,604.0,14.2
90,40.0,California,Merlot,Selene,604.0,14.2
84,19.0,California,Chardonnay,Robert Hall,604.0,14.2
84,20.0,California,Viognier,La Crema,604.0,14.2
92,42.0,California,Pinot Noir,Buena Vista,604.0,14.2
92,25.0,California,Zinfandel,Kenwood,604.0,14.2
92,39.0,California,Zinfandel,Stephen & Walker,604.0,14.2
92,50.0,California,Pinot Noir,Calera,604.0,14.2
92,50.0,California,Cabernet Sauvignon,Hess Collection,604.0,14.2
92,40.0,California,Syrah,Dutton Estate,604.0,14.2
92,28.0,California,Merlot,Whitehall Lane,604.0,14.2
84,26.0,California,Meritage,Q,604.0,14.2
84,40.0,California,Pinot Noir,Sonoma-Cutrer,604.0,14.2
84,50.0,California,Cabernet Sauvignon,Brander,604.0,14.2
88,24.0,California,Merlot,Charles Krug,604.0,14.2
90,40.0,California,Petite Sirah,Langtry,604.0,14.2
91,36.0,California,Chardonnay,Dutton Estate,604.0,14.2
91,45.0,California,Chardonnay,EOS,604.0,14.2
91,48.0,California,Pinot Noir,Black Kite,604.0,14.2
82,30.0,California,Petite Sirah,Ursa,604.0,14.2
86,13.0,California,Chardonnay,Raymond,604.0,14.2
85,50.0,California,Pinot Noir,Loring Wine Company,604.0,14.2
85,20.0,California,Chardonnay,Raymond,604.0,14.2
90,20.0,California,Pinot Gris,MacMurray Ranch,604.0,14.2
90,35.0,California,Chardonnay,Ojai,604.0,14.2
84,24.0,California,Syrah,Jason-Stephens,604.0,14.2
85,30.0,California,Merlot,Zina Hyde Cunningham,604.0,14.2
83,34.0,California,Syrah,Enkidu,604.0,14.2
82,18.0,California,Sangiovese,Pietra Santa,604.0,14.2
80,20.0,California,RhÃ´ne-style Red Blend,Chronic Cellars,604.0,14.2
96,85.0,California,Cabernet Sauvignon,Pride Mountain,604.0,14.2
96,95.0,California,Cabernet Sauvignon,David Arthur,604.0,14.2
95,82.0,California,Bordeaux-style Red Blend,Alpha Omega,604.0,14.2
95,75.0,California,Cabernet Sauvignon,Hall,604.0,14.2
89,50.0,California,Sparkling Blend,Iron Horse,604.0,14.2
89,24.0,California,Sparkling Blend,Gloria Ferrer,604.0,14.2
87,20.0,California,Cabernet Sauvignon,Cameron Hughes,604.0,14.2
87,21.0,California,Chardonnay,Wolff,604.0,14.2
87,25.0,California,Pinot Noir,Clos du Bois,604.0,14.2
87,40.0,California,Pinot Noir,Paraiso Vineyards,604.0,14.2
87,24.0,California,Pinot Noir,Pellegrini,604.0,14.2
87,37.0,California,Pinot Noir,MacMurray Ranch,604.0,14.2
95,65.0,California,Chardonnay,Morgan,604.0,14.2
88,27.0,California,Pinot Noir,Trinitas,604.0,14.2
87,14.0,California,Chardonnay,Greg Norman California Estates,604.0,14.2
87,30.0,California,Pinot Noir,Clos du Val,604.0,14.2
87,12.0,California,Pinot Grigio,TamÃ¡s Estates,604.0,14.2
87,60.0,California,Pinot Noir,MacPhail,604.0,14.2
85,26.0,California,Cabernet Sauvignon,Wilson,604.0,14.2
85,25.0,California,Cabernet Sauvignon,Peter Cellars,604.0,14.2
88,20.0,California,Syrah,Handley,604.0,14.2
90,68.0,California,Red Blend,Cottonwood Canyon,604.0,14.2
85,17.0,California,Chardonnay,Kunde,604.0,14.2
85,14.0,California,Pinot Noir,Angeline,604.0,14.2
92,40.0,California,Chardonnay,Sbragia,604.0,14.2
92,39.0,California,Pinot Noir,Stephen & Walker,604.0,14.2
92,65.0,California,Pinot Noir,Gary Farrell,604.0,14.2
87,30.0,California,Chardonnay,Testarossa,604.0,14.2
87,14.0,California,Pinot Grigio,Maddalena,604.0,14.2
87,20.0,California,Pinot Grigio,Pietra Santa,604.0,14.2
88,100.0,California,Cabernet Sauvignon,M. Cosentino,604.0,14.2
86,12.0,California,Sauvignon Blanc,Mirassou,604.0,14.2
87,24.0,California,Red Blend,Gustafson Family,604.0,14.2
87,40.0,California,Bordeaux-style Red Blend,Happy Canyon Vineyard,604.0,14.2
92,40.0,California,Chardonnay,Robert Young,604.0,14.2
92,49.0,California,Pinot Noir,Cumbre of Vine Hill,604.0,14.2
92,40.0,California,Syrah,Terre Rouge,604.0,14.2
92,50.0,California,Merlot,Kendall-Jackson,604.0,14.2
92,75.0,California,Pinot Noir,Bernardus,604.0,14.2
92,65.0,California,Pinot Noir,Donum,604.0,14.2
91,47.0,California,Cabernet Sauvignon,Geyser Peak,604.0,14.2
90,35.0,California,Sparkling Blend,Laetitia,604.0,14.2
86,34.0,California,Cabernet Sauvignon,Pomar Junction,604.0,14.2
86,35.0,California,Bordeaux-style Red Blend,Nadia,604.0,14.2
86,38.0,California,Pinot Noir,Domaine Alfred,604.0,14.2
91,48.0,California,Pinot Noir,Vision Cellars,604.0,14.2
91,39.0,California,Chardonnay,Testarossa,604.0,14.2
86,20.0,California,Pinot Noir,Baker Lane,604.0,14.2
86,50.0,California,Pinot Noir,Belle Glos,604.0,14.2
86,24.0,California,Chardonnay,Clos du Val,604.0,14.2
86,21.0,California,Merlot,Buena Vista,604.0,14.2
86,23.0,California,Syrah,Buena Vista,604.0,14.2
87,29.0,California,Sangiovese,DeLorimier,604.0,14.2
87,69.0,California,Cabernet Sauvignon,Jeff Gordon,604.0,14.2
85,10.0,California,Sauvignon Blanc,Concannon,604.0,14.2
85,15.0,California,Pinot Blanc,Donati,604.0,14.2
85,19.0,California,Chardonnay,Novy,604.0,14.2
85,14.0,California,White Blend,Peirano,604.0,14.2
80,13.0,California,Pinot Noir,Congress Springs,604.0,14.2
84,10.0,California,Viognier,Renwood,604.0,14.2
84,24.0,California,Pinot Noir,San Simeon,604.0,14.2
84,18.0,California,Chardonnay,Simi,604.0,14.2
84,14.0,California,Malbec,Lockwood,604.0,14.2
84,13.0,California,Riesling,Ludwig,604.0,14.2
85,60.0,California,Pinot Noir,Belle Glos,604.0,14.2
85,26.0,California,Chardonnay,Keller Estate,604.0,14.2
85,34.0,California,Pinot Noir,Williams Selyem,604.0,14.2
85,22.0,California,Chardonnay,Claiborne & Churchill,604.0,14.2
85,18.0,California,Red Blend,Domaine Alfred,604.0,14.2
87,42.0,California,Pinot Noir,Lost Canyon,604.0,14.2
87,39.0,California,Chardonnay,Testarossa,604.0,14.2
87,32.0,California,Chardonnay,Dutcher Crossing,604.0,14.2
87,18.0,California,White Blend,Vision Cellars,604.0,14.2
87,11.0,California,Sauvignon Blanc,Wildhurst,604.0,14.2
87,18.0,California,Pinot Gris,Carr,604.0,14.2
92,54.0,California,Pinot Noir,Williams Selyem,604.0,14.2
91,36.0,California,Pinot Noir,Merry Edwards,604.0,14.2
91,32.0,California,Pinot Noir,Talley,604.0,14.2
91,29.0,California,Zinfandel,Terra d'Oro,604.0,14.2
87,15.0,California,Pinot Grigio,Brassfield,604.0,14.2
87,17.0,California,Chardonnay,C&T;,604.0,14.2
87,28.0,California,Pinot Noir,MacMurray Ranch,604.0,14.2
84,25.0,California,Petite Sirah,C.G. di Arie,604.0,14.2
84,15.0,California,Cabernet Sauvignon,Castoro Cellars,604.0,14.2
84,27.0,California,RhÃ´ne-style Red Blend,Two Angels,604.0,14.2
91,55.0,California,Syrah,Adelaida,604.0,14.2
87,70.0,California,Syrah,Monte De Oro,604.0,14.2
87,40.0,California,Cabernet Sauvignon,Hidden Ridge,604.0,14.2
87,30.0,California,Cabernet Sauvignon,William Hill Estate,604.0,14.2
93,48.0,California,Pinot Noir,W.H. Smith,604.0,14.2
93,54.0,California,Pinot Noir,W.H. Smith,604.0,14.2
85,15.0,California,Petite Sirah,Big House,604.0,14.2
85,15.0,California,Cabernet Sauvignon,Estancia,604.0,14.2
82,40.0,California,Zinfandel,Mazzocco,604.0,14.2
82,28.0,California,Zinfandel,Opolo,604.0,14.2
82,19.0,California,Zinfandel,Opolo,604.0,14.2
82,32.0,California,Zinfandel,Mazzocco,604.0,14.2
82,47.0,California,Barbera,Muscardini,604.0,14.2
82,34.0,California,Zinfandel,Starry Night,604.0,14.2
81,11.0,California,Petite Sirah,Bogle,604.0,14.2
81,12.0,California,Zinfandel,Estancia,604.0,14.2
90,50.0,California,Chardonnay,Williams Selyem,604.0,14.2
90,25.0,California,Chardonnay,Chateau St. Jean,604.0,14.2
87,27.0,California,Pinot Noir,Greenwood Ridge,604.0,14.2
86,15.0,California,Chardonnay,American Roots,604.0,14.2
85,15.0,California,Zinfandel,Big Ass,604.0,14.2
85,18.0,California,Red Blend,Michael David,604.0,14.2
84,42.0,California,Cabernet Sauvignon,Ty Caton,604.0,14.2
84,56.0,California,Chardonnay,Adastra,604.0,14.2
88,41.0,California,Meritage,Robert Hall,604.0,14.2
87,20.0,California,Syrah,Peter Cellars,604.0,14.2
86,30.0,California,Red Blend,Beringer,604.0,14.2
86,33.0,California,Nebbiolo,Novy,604.0,14.2
86,35.0,California,Red Blend,Viansa,604.0,14.2
86,35.0,California,Merlot,Turnbull,604.0,14.2
86,30.0,California,Syrah,Jalama,604.0,14.2
86,25.0,California,Chardonnay,J. Lohr,604.0,14.2
84,28.0,California,Syrah,Deerfield Ranch,604.0,14.2
93,48.0,California,Cabernet Sauvignon,C. Beck,604.0,14.2
93,99.0,California,Bordeaux-style Red Blend,Dominus,604.0,14.2
93,75.0,California,Bordeaux-style Red Blend,Terra Valentine,604.0,14.2
93,70.0,California,Cabernet Sauvignon,Von Strasser,604.0,14.2
93,45.0,California,Cabernet Sauvignon,Peju,604.0,14.2
90,28.0,California,Petit Verdot,Calcareous,604.0,14.2
90,24.0,California,Syrah,Martella,604.0,14.2
85,16.0,California,Syrah,Berryessa Gap,604.0,14.2
85,40.0,California,Merlot,ChÃ¢teau Julien,604.0,14.2
85,28.0,California,Pinot Noir,River Road,604.0,14.2
85,40.0,California,Chardonnay,Rodney Strong,604.0,14.2
85,26.0,California,Grenache,Comartin,604.0,14.2
85,30.0,California,Bordeaux-style Red Blend,Decoy,604.0,14.2
87,29.0,California,Pinot Noir,Siduri,604.0,14.2
87,22.0,California,Zinfandel,Lake Sonoma,604.0,14.2
87,45.0,California,Petite Sirah,Venteux,604.0,14.2
85,56.0,California,Bordeaux-style Red Blend,Sunstone,604.0,14.2
85,36.0,California,Cabernet Sauvignon,BoÃ«tÃ©,604.0,14.2
88,22.0,California,Viognier,Twisted Oak,604.0,14.2
93,56.0,California,Merlot,Pride Mountain,604.0,14.2
93,59.0,California,Pinot Noir,Cumbre of Vine Hill,604.0,14.2
93,60.0,California,Cabernet Franc,Pride Mountain,604.0,14.2
93,44.0,California,Pinot Noir,Rockroom Winemaking Cooperative,604.0,14.2
92,60.0,California,Cabernet Sauvignon,Kendall-Jackson,604.0,14.2
86,69.0,California,Cabernet Sauvignon,Cobblestone,604.0,14.2
88,20.0,California,Pinot Gris,Alma Rosa,604.0,14.2
88,45.0,California,Pinot Noir,Williams Selyem,604.0,14.2
87,21.0,California,Pinot Noir,Pessagno,604.0,14.2
87,15.0,California,Zinfandel,Huntington,604.0,14.2
87,19.0,California,Merlot,Souverain,604.0,14.2
87,48.0,California,RhÃ´ne-style Red Blend,Jada Vineyard & Winery,604.0,14.2
87,38.0,California,Syrah,Olson Ogden,604.0,14.2
88,32.0,California,Pinot Noir,Kynsi,604.0,14.2
88,70.0,California,Cabernet Sauvignon,Terra Valentine,604.0,14.2
87,40.0,California,Pinot Noir,Stephen Ross,604.0,14.2
88,14.0,California,Sauvignon Blanc,EOS,604.0,14.2
88,20.0,California,Sauvignon Blanc,Bernardus,604.0,14.2
91,20.0,California,Sauvignon Blanc,Sbragia,604.0,14.2
91,25.0,California,Sauvignon Blanc,Brander,604.0,14.2
90,46.0,California,Pinot Noir,Foursight,604.0,14.2
89,41.0,California,Zinfandel,Lamborn Family Vineyards,604.0,14.2
89,39.0,California,Zinfandel,Stephen & Walker,604.0,14.2
90,35.0,California,Cabernet Sauvignon,Easton,604.0,14.2
90,35.0,California,Merlot,Matanzas Creek,604.0,14.2
93,30.0,California,Cabernet Sauvignon,Thomas Fogarty,604.0,14.2
93,35.0,California,Chardonnay,Au Bon Climat,604.0,14.2
93,75.0,California,Cabernet Sauvignon,Clos du Val,604.0,14.2
93,100.0,California,Cabernet Sauvignon,Meander,604.0,14.2
93,90.0,California,Pinot Noir,Notre Vin,604.0,14.2
91,49.0,California,Bordeaux-style Red Blend,Black Ridge,604.0,14.2
91,35.0,California,Pinot Noir,Domaine Carneros,604.0,14.2
91,27.0,California,Grenache,Novy,604.0,14.2
85,34.0,California,Zinfandel,Quivira,604.0,14.2
84,20.0,California,Zinfandel,Amador Foothill Winery,604.0,14.2
84,20.0,California,Red Blend,Kokomo,604.0,14.2
84,25.0,California,Petite Sirah,Christian Lazo,604.0,14.2
84,10.0,California,Sangiovese,Pope Valley Winery,604.0,14.2
90,65.0,California,Cabernet Franc,Jarvis,604.0,14.2
90,21.0,California,Syrah,Hoyt Family Vineyards,604.0,14.2
90,22.0,California,Pinot Blanc,Kynsi,604.0,14.2
90,17.0,California,GewÃ¼rztraminer,Thomas Fogarty,604.0,14.2
87,50.0,California,Cabernet Sauvignon,RustRidge,604.0,14.2
90,21.0,California,Sauvignon Blanc,Carica,604.0,14.2
90,24.0,California,Chardonnay,Navarro,604.0,14.2
90,40.0,California,Pinot Noir,Phillips Hill,604.0,14.2
90,22.0,California,Zinfandel,Peterson,604.0,14.2
90,60.0,California,Bordeaux-style Red Blend,Hestan,604.0,14.2
92,35.0,California,RhÃ´ne-style Red Blend,Foxen,604.0,14.2
92,45.0,California,Pinot Noir,Savannah-Chanelle,604.0,14.2
92,55.0,California,Cabernet Sauvignon,Huge Bear,604.0,14.2
91,34.0,California,Pinot Noir,Failla,604.0,14.2
85,35.0,California,Chardonnay,Highway 12,604.0,14.2
85,40.0,California,Chardonnay,Huge Bear,604.0,14.2
85,20.0,California,Chardonnay,Handley,604.0,14.2
85,42.0,California,Pinot Noir,Sierra Madre,604.0,14.2
85,28.0,California,RhÃ´ne-style Red Blend,Tercero,604.0,14.2
85,25.0,California,Chardonnay,Hawkes,604.0,14.2
85,33.0,California,Pinot Noir,Hawley,604.0,14.2
85,24.0,California,Pinot Noir,MacMurray Ranch,604.0,14.2
86,15.0,California,Pinot Grigio,Martin & Weyrich,604.0,14.2
88,25.0,California,Grenache,Concannon,604.0,14.2
86,30.0,California,Merlot,Merriam,604.0,14.2
82,32.0,California,Chardonnay,Riverbench,604.0,14.2
80,40.0,California,Petit Verdot,French Hill,604.0,14.2
94,20.0,California,Chardonnay,Alma Rosa,604.0,14.2
